Date,relacion mont/num,tc,montoSpei,numSpei
23/08/2018,"250,604",18.8176,"347,637,725,132","1,387,200"
24/08/2018,"168,312",18.8672,"350,752,999,427","2,083,946"
25/08/2018,"4,477",N/E,"1,303,296,413","291,105"
26/08/2018,"2,327",N/E,"310,291,489","133,331"
27/08/2018,"286,109",18.8339,"400,443,572,458","1,399,617"
28/08/2018,"225,225",18.6697,"339,773,047,579","1,508,591"
29/08/2018,"233,361",18.9354,"351,947,457,176","1,508,170"
30/08/2018,"170,786",19.0659,"399,410,596,124","2,338,656"
31/08/2018,"165,537",19.1258,"551,342,933,309","3,330,626"
1/9/2018,"4,113",N/E,"1,727,964,360","420,165"
2/9/2018,"2,473",N/E,"491,824,743","198,864"
3/9/2018,"217,165",19.1792,"370,780,368,227","1,707,368"
4/9/2018,"231,338",19.2137,"358,079,979,541","1,547,864"
5/9/2018,"209,990",19.3609,"325,356,288,092","1,549,393"
6/9/2018,"244,601",19.4433,"364,262,748,617","1,489,212"
7/9/2018,"172,061",19.3546,"373,251,175,733","2,169,298"
8/9/2018,"4,161",N/E,"1,302,666,523","313,053"
9/9/2018,"2,331",N/E,"345,683,459","148,271"
10/9/2018,"235,295",19.2394,"363,786,974,832","1,546,091"
11/9/2018,"271,661",19.2989,"376,284,284,700","1,385,126"
12/9/2018,"262,626",19.268,"338,452,832,165","1,288,724"
13/09/2018,"209,686",19.0511,"384,216,875,738","1,832,345"
14/09/2018,"115,259",18.8775,"378,100,071,496","3,280,447"
15/09/2018,"3,831",N/E,"1,777,238,641","463,890"
16/09/2018,"2,310",N/E,"443,321,708","191,921"
17/09/2018,"247,071",18.8689,"431,057,876,069","1,744,673"
18/09/2018,"240,673",18.8399,"351,155,422,365","1,459,059"
19/09/2018,"237,573",18.7694,"329,461,515,779","1,386,781"
20/09/2018,"223,571",18.7672,"327,299,968,164","1,463,966"
21/09/2018,"158,439",18.8296,"331,938,996,606","2,095,055"
22/09/2018,"4,360",N/E,"1,372,672,456","314,816"
23/09/2018,"2,196",N/E,"327,595,567","149,202"
24/09/2018,"242,920",18.8539,"347,519,875,330","1,430,596"
25/09/2018,"239,031",18.8516,"354,908,618,046","1,484,780"
26/09/2018,"261,973",18.987,"360,527,655,821","1,376,202"
27/09/2018,"225,986",18.8986,"448,184,746,472","1,983,244"
28/09/2018,"142,432",18.812,"498,904,038,546","3,502,757"
29/09/2018,"6,826",N/E,"3,469,744,425","508,313"
30/09/2018,"3,027",N/E,"720,614,918","238,077"
1/10/2018,"205,471",18.7231,"394,659,939,751","1,920,755"
2/10/2018,"194,282",18.6531,"308,976,824,847","1,590,356"
3/10/2018,"196,412",18.7503,"306,505,762,889","1,560,528"
4/10/2018,"218,028",18.8014,"340,952,945,473","1,563,806"
5/10/2018,"150,625",19.1328,"344,174,836,924","2,284,972"
6/10/2018,"4,121",N/E,"1,398,663,238","339,372"
7/10/2018,"2,237",N/E,"304,473,178","136,111"
8/10/2018,"197,654",18.9444,"305,431,716,569","1,545,287"
9/10/2018,"216,224",18.9234,"313,943,673,602","1,451,939"
10/10/2018,"215,731",19,"314,327,576,921","1,457,036"
11/10/2018,"241,720",19.1183,"388,760,495,744","1,608,312"
12/10/2018,"134,363",19.0217,"348,401,528,868","2,592,981"
13/10/2018,"4,066",N/E,"1,610,042,446","396,021"
14/10/2018,"2,475",N/E,"462,615,426","186,910"
15/10/2018,"151,756",18.9202,"406,703,091,413","2,679,983"
16/10/2018,"191,459",18.8096,"340,681,862,652","1,779,400"
17/10/2018,"214,473",18.7693,"332,671,209,228","1,551,107"
18/10/2018,"227,399",18.8012,"348,639,257,496","1,533,158"
19/10/2018,"160,991",19.1018,"327,676,537,913","2,035,371"
20/10/2018,"5,481",N/E,"1,956,562,501","356,950"
21/10/2018,"2,292",N/E,"363,162,621","158,453"
22/10/2018,"242,217",19.2183,"370,297,229,239","1,528,782"
23/10/2018,"237,002",19.3669,"332,659,609,513","1,403,614"
24/10/2018,"244,840",19.4169,"313,071,350,617","1,278,678"
25/10/2018,"216,730",19.4623,"348,727,335,362","1,609,043"
26/10/2018,"167,364",19.4383,"373,267,205,681","2,230,269"
27/10/2018,"4,507",N/E,"1,641,696,911","364,245"
28/10/2018,"2,476",N/E,"423,003,876","170,828"
29/10/2018,"222,458",19.479,"411,830,380,331","1,851,271"
30/10/2018,"173,445",19.8022,"425,378,953,505","2,452,536"
31/10/2018,"169,165",20.0258,"513,616,975,108","3,036,192"
1/11/2018,"183,292",20.3177,"427,464,666,526","2,332,145"
2/11/2018,"6,058",N/E,"3,340,449,403","551,431"
3/11/2018,"3,564",N/E,"1,260,430,585","353,704"
4/11/2018,"2,390",N/E,"475,815,744","199,064"
5/11/2018,"222,340",20.1329,"442,576,493,465","1,990,536"
6/11/2018,"194,910",19.9636,"324,754,037,054","1,666,177"
7/11/2018,"219,608",19.8609,"316,220,956,618","1,439,934"
8/11/2018,"203,385",19.8245,"330,542,063,819","1,625,205"
9/11/2018,"153,402",20.0438,"367,647,468,751","2,396,629"
10/11/2018,"4,216",N/E,"1,652,020,366","391,822"
11/11/2018,"2,565",N/E,"472,330,765","184,175"
12/11/2018,"221,590",20.3614,"350,225,924,872","1,580,515"
13/11/2018,"222,466",20.3179,"362,621,912,661","1,630,012"
14/11/2018,"167,729",20.5158,"361,350,057,117","2,154,366"
15/11/2018,"145,896",20.3979,"416,856,654,394","2,857,223"
16/11/2018,"145,492",20.3371,"397,007,772,112","2,728,728"
17/11/2018,"4,172",N/E,"1,998,093,754","478,918"
18/11/2018,"2,750",N/E,"602,807,941","219,165"
19/11/2018,"4,225",N/E,"1,394,330,970","330,039"
20/11/2018,"260,877",20.155,"513,890,420,613","1,969,858"
21/11/2018,"241,405",20.4123,"373,716,072,175","1,548,085"
22/11/2018,"208,991",20.2023,"344,382,200,256","1,647,832"
23/11/2018,"173,059",20.2984,"403,643,015,283","2,332,397"
24/11/2018,"4,408",N/E,"1,721,702,555","390,546"
25/11/2018,"2,547",N/E,"475,768,273","186,780"
26/11/2018,"249,612",20.3935,"435,482,335,486","1,744,638"
27/11/2018,"266,318",20.5304,"398,352,729,870","1,495,778"
28/11/2018,"220,897",20.4977,"401,489,040,199","1,817,539"
29/11/2018,"201,025",20.4108,"510,052,813,634","2,537,264"
30/11/2018,"157,290",20.2217,"623,641,417,302","3,964,906"
1/12/2018,"4,038",N/E,"1,974,021,559","488,860"
2/12/2018,"2,725",N/E,"773,278,465","283,821"
3/12/2018,"194,647",20.3455,"456,447,824,846","2,345,002"
4/12/2018,"220,380",20.2346,"373,132,479,198","1,693,134"
5/12/2018,"193,383",20.5123,"346,459,928,639","1,791,575"
6/12/2018,"199,006",20.5672,"378,209,410,019","1,900,493"
7/12/2018,"157,262",20.4705,"425,370,384,606","2,704,847"
8/12/2018,"4,753",N/E,"2,133,110,433","448,761"
9/12/2018,"2,685",N/E,"613,850,593","228,612"
10/12/2018,"201,446",20.2609,"431,526,923,592","2,142,144"
11/12/2018,"209,624",20.3621,"434,115,980,047","2,070,930"
12/12/2018,"9,100",N/E,"6,030,536,215","662,660"
13/12/2018,"213,683",20.2889,"576,653,155,391","2,698,640"
14/12/2018,"132,973",20.2566,"463,820,417,093","3,488,080"
15/12/2018,"60,173",N/E,"65,371,142,262","1,086,379"
16/12/2018,"3,222",N/E,"1,012,943,998","314,336"
17/12/2018,"216,921",20.3337,"550,474,019,360","2,537,669"
18/12/2018,"201,362",20.1126,"406,544,024,741","2,018,975"
19/12/2018,"216,905",20.1277,"448,839,990,166","2,069,293"
20/12/2018,"199,761",20.0293,"474,568,630,305","2,375,678"
21/12/2018,"185,869",19.9082,"523,129,082,202","2,814,498"
22/12/2018,"6,085",N/E,"3,081,219,062","506,398"
23/12/2018,"3,883",N/E,"984,819,005","253,635"
24/12/2018,"264,239",19.9275,"360,587,906,158","1,364,626"
25/12/2018,"4,215",N/E,"592,747,394","140,619"
26/12/2018,"264,742",19.8473,"427,907,425,880","1,616,317"
27/12/2018,"242,659",19.8823,"460,008,676,759","1,895,700"
28/12/2018,"161,283",19.6829,"493,196,633,063","3,057,966"
29/12/2018,"8,004",N/E,"4,215,377,303","526,634"
30/12/2018,"3,466",N/E,"899,192,602","259,427"
31/12/2018,"274,383",19.6566,"589,023,011,197","2,146,721"
1/1/2019,"3,495",N/E,"658,182,885","188,307"
2/1/2019,"303,749",19.6512,"442,335,758,543","1,456,256"
3/1/2019,"242,538",19.5878,"367,162,969,377","1,513,834"
4/1/2019,"160,283",19.6073,"347,250,514,134","2,166,487"
5/1/2019,"4,026",N/E,"1,875,095,013","465,783"
6/1/2019,"2,575",N/E,"558,144,772","216,741"
7/1/2019,"222,543",19.4902,"385,921,265,989","1,734,145"
8/1/2019,"251,496",19.3208,"343,616,654,865","1,366,292"
9/1/2019,"236,203",19.3479,"345,533,910,793","1,462,868"
10/1/2019,"225,588",19.2456,"375,159,253,356","1,663,029"
11/1/2019,"166,320",19.1714,"373,899,123,257","2,248,064"
12/1/2019,"4,241",N/E,"1,837,950,538","433,418"
13/01/2019,"2,468",N/E,"542,054,649","219,665"
14/01/2019,"195,701",19.1236,"451,604,188,755","2,307,628"
15/01/2019,"138,946",19.0064,"378,678,864,978","2,725,361"
16/01/2019,"202,288",19.0457,"338,708,062,378","1,674,383"
17/01/2019,"260,977",18.9908,"436,774,575,131","1,673,615"
18/01/2019,"149,181",19.063,"337,422,427,351","2,261,839"
19/01/2019,"4,089",N/E,"1,787,738,395","437,179"
20/01/2019,"2,410",N/E,"535,931,533","222,404"
21/01/2019,"192,640",19.0844,"318,610,094,334","1,653,911"
22/01/2019,"240,917",19.1902,"327,663,372,870","1,360,068"
23/01/2019,"200,061",19.1297,"284,877,822,360","1,423,956"
24/01/2019,"243,281",19.0771,"365,689,854,246","1,503,156"
25/01/2019,"175,174",18.9859,"396,087,935,355","2,261,110"
26/01/2019,"4,098",N/E,"1,749,748,614","426,930"
27/01/2019,"2,364",N/E,"504,602,305","213,497"
28/01/2019,"215,525",18.928,"300,695,782,548","1,395,178"
29/01/2019,"207,147",19.0381,"351,608,621,730","1,697,391"
30/01/2019,"155,440",18.9972,"393,939,580,842","2,534,354"
31/01/2019,"164,717",19.1623,"516,941,185,363","3,138,352"
1/2/2019,"145,486",19.0388,"375,504,464,118","2,581,029"
2/2/2019,"3,888",N/E,"2,119,146,059","544,983"
3/2/2019,"2,368",N/E,"600,338,388","253,540"
4/2/2019,"3,678",N/E,"1,464,697,785","398,282"
5/2/2019,"194,097",19.1098,"420,543,029,136","2,166,667"
6/2/2019,"170,931",19.0824,"298,272,720,185","1,744,993"
7/2/2019,"198,512",19.1058,"339,875,709,922","1,712,113"
8/2/2019,"143,878",19.08,"354,974,358,824","2,467,194"
9/2/2019,"3,940",N/E,"1,834,958,954","465,725"
10/2/2019,"2,316",N/E,"569,960,624","246,099"
11/2/2019,"200,321",19.0893,"356,619,180,377","1,780,236"
12/2/2019,"213,459",19.2524,"308,733,774,765","1,446,340"
13/02/2019,"210,718",19.2592,"332,051,057,612","1,575,805"
14/02/2019,"154,165",19.4084,"363,556,885,377","2,358,225"
15/02/2019,"112,360",19.3569,"406,358,319,597","3,616,566"
16/02/2019,"3,645",N/E,"2,263,676,726","620,978"
17/02/2019,"2,289",N/E,"693,182,988","302,807"
18/02/2019,"180,884",19.3625,"360,472,434,433","1,992,839"
19/02/2019,"210,336",19.2578,"314,991,075,964","1,497,559"
20/02/2019,"198,029",19.1778,"319,382,522,007","1,612,806"
21/02/2019,"223,323",19.1835,"364,948,487,852","1,634,173"
22/02/2019,"144,323",19.2652,"340,741,364,100","2,360,962"
23/02/2019,"3,982",N/E,"1,798,146,559","451,600"
24/02/2019,"2,299",N/E,"529,074,545","230,098"
25/02/2019,"203,535",19.1394,"381,616,061,549","1,874,942"
26/02/2019,"253,696",19.1185,"421,281,097,353","1,660,574"
27/02/2019,"161,803",19.163,"371,834,359,125","2,298,075"
28/02/2019,"148,884",19.2201,"531,911,381,956","3,572,667"
1/3/2019,"137,288",19.2607,"385,107,177,215","2,805,100"
2/3/2019,"3,569",N/E,"2,081,361,162","583,197"
3/3/2019,"2,356",N/E,"750,239,140","318,389"
4/3/2019,"168,163",19.2978,"348,590,847,391","2,072,935"
5/3/2019,"179,082",19.3039,"308,580,634,604","1,723,120"
6/3/2019,"169,999",19.2597,"283,636,439,199","1,668,457"
7/3/2019,"198,463",19.3708,"348,171,508,500","1,754,344"
8/3/2019,"141,417",19.5225,"355,780,334,510","2,515,831"
9/3/2019,"3,834",N/E,"1,921,486,485","501,125"
10/3/2019,"2,266",N/E,"595,376,167","262,758"
11/3/2019,"194,442",19.4902,"367,652,094,701","1,890,803"
12/3/2019,"192,242",19.4243,"295,789,322,884","1,538,628"
13/03/2019,"203,426",19.3049,"331,948,525,431","1,631,792"
14/03/2019,"147,936",19.332,"375,396,957,483","2,537,568"
15/03/2019,"107,328",19.3233,"413,363,815,625","3,851,409"
16/03/2019,"3,514",N/E,"2,310,931,346","657,648"
17/03/2019,"2,011",N/E,"597,230,755","297,044"
18/03/2019,"3,458",N/E,"1,455,003,712","420,788"
19/03/2019,"234,793",19.2176,"494,233,379,523","2,104,979"
20/03/2019,"221,771",19.0004,"423,732,762,540","1,910,680"
21/03/2019,"219,333",18.9098,"389,140,478,281","1,774,203"
22/03/2019,"152,838",18.8694,"379,226,327,108","2,481,228"
23/03/2019,"3,569",N/E,"1,802,964,838","505,181"
24/03/2019,"1,941",N/E,"499,413,507","257,349"
25/03/2019,"199,518",19.1369,"391,444,264,158","1,961,947"
26/03/2019,"247,510",19.0151,"382,188,696,617","1,544,132"
27/03/2019,"228,206",19.0989,"371,436,038,606","1,627,637"
28/03/2019,"194,250",19.3201,"472,424,530,435","2,432,039"
29/03/2019,"129,160",19.3793,"542,263,003,071","4,198,391"
30/03/2019,"5,114",N/E,"4,053,514,814","792,601"
31/03/2019,"2,408",N/E,"950,667,153","394,856"
1/4/2019,"177,327",19.3779,"446,165,029,544","2,516,053"
2/4/2019,"177,593",19.2169,"309,324,055,679","1,741,763"
3/4/2019,"172,454",19.2279,"314,048,073,174","1,821,051"
4/4/2019,"189,955",19.1805,"360,190,042,290","1,896,186"
5/4/2019,"129,017",19.1728,"345,980,911,975","2,681,675"
6/4/2019,"3,434",N/E,"1,880,221,953","547,484"
7/4/2019,"2,040",N/E,"549,649,792","269,474"
8/4/2019,"177,625",19.0805,"347,387,674,232","1,955,740"
9/4/2019,"182,088",18.9701,"296,008,179,191","1,625,631"
10/4/2019,"173,952",18.9229,"304,714,211,600","1,751,718"
11/4/2019,"189,559",18.836,"376,084,647,588","1,983,998"
12/4/2019,"123,507",18.8432,"422,058,247,965","3,417,272"
13/04/2019,"3,555",N/E,"2,351,130,376","661,386"
14/04/2019,"2,061",N/E,"684,565,967","332,103"
15/04/2019,"126,014",18.7719,"417,293,181,503","3,311,494"
16/04/2019,"173,597",18.8489,"361,827,886,244","2,084,299"
17/04/2019,"142,297",18.9516,"398,114,363,865","2,797,779"
18/04/2019,"3,816",N/E,"2,135,409,546","559,541"
19/04/2019,"2,636",N/E,"902,297,861","342,302"
20/04/2019,"2,367",N/E,"759,839,708","320,974"
21/04/2019,"1,771",N/E,"423,036,386","238,915"
22/04/2019,"216,123",18.848,"433,085,381,095","2,003,885"
23/04/2019,"213,714",18.8359,"337,338,758,871","1,578,461"
24/04/2019,"199,563",18.9578,"311,330,431,709","1,560,063"
25/04/2019,"206,765",19.0046,"387,062,277,151","1,871,988"
26/04/2019,"143,084",19.0942,"384,748,562,743","2,688,963"
27/04/2019,"3,847",N/E,"2,197,799,924","571,233"
28/04/2019,"2,011",N/E,"616,306,238","306,428"
29/04/2019,"151,919",18.9414,"443,558,586,524","2,919,712"
30/04/2019,"133,237",19.012,"513,941,838,040","3,857,364"
1/5/2019,"3,524",N/E,"2,313,319,191","656,485"
2/5/2019,"171,456",19.0099,"408,940,367,561","2,385,097"
3/5/2019,"125,795",19.1014,"356,175,636,162","2,831,393"
4/5/2019,"3,187",N/E,"2,017,635,684","633,081"
5/5/2019,"2,030",N/E,"701,562,562","345,519"
6/5/2019,"168,584",19.0012,"369,923,690,024","2,194,304"
7/5/2019,"197,971",18.9781,"343,390,158,206","1,734,548"
8/5/2019,"182,569",19.0499,"314,997,302,211","1,725,361"
9/5/2019,"161,068",19.0837,"345,148,078,150","2,142,875"
10/5/2019,"134,912",19.2623,"333,395,349,709","2,471,204"
11/5/2019,"3,292",N/E,"1,903,997,143","578,308"
12/5/2019,"1,924",N/E,"584,157,849","303,582"
13/05/2019,"178,185",19.1374,"383,329,533,079","2,151,301"
14/05/2019,"136,895",19.1928,"336,319,902,406","2,456,765"
15/05/2019,"103,593",19.1427,"343,275,660,724","3,313,709"
16/05/2019,"159,101",19.1236,"355,873,174,521","2,236,772"
17/05/2019,"132,086",19.071,"361,322,261,360","2,735,517"
18/05/2019,"3,283",N/E,"2,065,782,782","629,308"
19/05/2019,"1,854",N/E,"617,169,632","332,918"
20/05/2019,"198,023",19.1454,"412,439,960,674","2,082,788"
21/05/2019,"188,016",19.0908,"307,521,416,481","1,635,616"
22/05/2019,"185,877",19.0309,"299,530,994,459","1,611,445"
23/05/2019,"185,257",18.9755,"340,121,147,963","1,835,946"
24/05/2019,"133,000",19.0122,"355,171,467,633","2,670,468"
25/05/2019,"3,752",N/E,"2,216,728,736","590,881"
26/05/2019,"2,111",N/E,"661,210,232","313,204"
27/05/2019,"159,948",19.0658,"320,526,998,528","2,003,940"
28/05/2019,"195,270",19.0521,"357,906,408,096","1,832,876"
29/05/2019,"152,874",19.1652,"335,038,654,112","2,191,599"
30/05/2019,"136,675",19.2395,"413,613,201,182","3,026,262"
31/05/2019,"123,579",19.0683,"504,668,603,431","4,083,757"
1/6/2019,"3,429",N/E,"2,876,832,589","838,864"
2/6/2019,"2,259",N/E,"981,664,265","434,551"
3/6/2019,"170,462",19.6426,"424,079,671,481","2,487,831"
4/6/2019,"176,906",19.7609,"331,154,430,573","1,871,921"
5/6/2019,"188,603",19.6007,"347,641,457,047","1,843,240"
6/6/2019,"191,623",19.5418,"365,379,998,499","1,906,769"
7/6/2019,"121,354",19.7084,"362,588,895,254","2,987,856"
8/6/2019,"3,583",N/E,"2,244,101,950","626,339"
9/6/2019,"2,058",N/E,"690,389,357","335,491"
10/6/2019,"170,160",19.6528,"381,196,570,076","2,240,226"
11/6/2019,"211,922",19.204,"352,125,028,704","1,661,578"
12/6/2019,"190,816",19.1222,"346,184,921,061","1,814,233"
13/06/2019,"171,675",19.1383,"402,738,280,174","2,345,940"
14/06/2019,"104,723",19.1645,"426,119,036,945","4,069,014"
15/06/2019,"3,634",N/E,"3,557,412,288","979,004"
16/06/2019,"2,054",N/E,"911,952,563","443,948"
17/06/2019,"179,072",19.1487,"462,951,981,903","2,585,285"
18/06/2019,"193,824",19.1924,"350,628,047,648","1,809,004"
19/06/2019,"216,055",19.1011,"366,071,899,409","1,694,345"
20/06/2019,"196,411",19.1753,"391,497,072,044","1,993,253"
21/06/2019,"138,296",18.9804,"366,070,478,050","2,647,004"
22/06/2019,"3,645",N/E,"2,292,835,018","629,012"
23/06/2019,"1,986",N/E,"652,301,454","328,506"
24/06/2019,"194,291",19.0661,"392,226,291,706","2,018,756"
25/06/2019,"202,174",19.1833,"363,538,224,916","1,798,146"
26/06/2019,"192,808",19.2271,"375,657,038,564","1,948,345"
27/06/2019,"167,755",19.1442,"428,947,249,034","2,556,982"
28/06/2019,"124,608",19.1685,"530,594,392,920","4,258,103"
29/06/2019,"13,999",N/E,"13,652,558,219","975,258"
30/06/2019,"6,693",N/E,"3,418,672,361","510,814"
1/7/2019,"161,375",19.2087,"445,903,085,531","2,763,153"
2/7/2019,"171,354",19.076,"336,067,786,486","1,961,244"
3/7/2019,"186,635",19.0694,"341,156,071,473","1,827,936"
4/7/2019,"150,464",19.0502,"307,168,490,812","2,041,473"
5/7/2019,"138,451",18.9947,"406,466,214,280","2,935,813"
6/7/2019,"3,726",N/E,"2,445,636,409","656,349"
7/7/2019,"2,197",N/E,"749,523,164","341,217"
8/7/2019,"182,943",19.0446,"390,966,341,052","2,137,096"
9/7/2019,"178,637",18.9116,"303,833,622,153","1,700,840"
10/7/2019,"166,994",19.0043,"329,015,502,043","1,970,227"
11/7/2019,"185,946",19.2425,"385,544,253,401","2,073,418"
12/7/2019,"120,102",19.1227,"417,794,033,062","3,478,660"
13/07/2019,"3,820",N/E,"2,991,212,336","782,957"
14/07/2019,"2,353",N/E,"972,447,056","413,197"
15/07/2019,"115,489",19.0307,"427,282,605,907","3,699,783"
16/07/2019,"151,670",18.9803,"327,141,720,760","2,156,937"
17/07/2019,"205,374",19.0781,"382,929,551,712","1,864,543"
18/07/2019,"177,258",19.0233,"360,626,726,081","2,034,474"
19/07/2019,"122,497",19.0108,"333,287,767,503","2,720,790"
20/07/2019,"3,679",N/E,"2,469,552,934","671,310"
21/07/2019,"2,014",N/E,"679,378,684","337,260"
22/07/2019,"186,171",19.0123,"381,038,471,638","2,046,714"
23/07/2019,"192,628",19.0659,"319,124,266,634","1,656,685"
24/07/2019,"186,536",19.1315,"329,202,163,351","1,764,815"
25/07/2019,"179,961",19.0894,"346,788,923,380","1,927,023"
26/07/2019,"122,974",19.0623,"347,307,704,751","2,824,230"
27/07/2019,"3,926",N/E,"2,571,077,883","654,960"
28/07/2019,"2,151",N/E,"745,660,156","346,729"
29/07/2019,"175,630",19.0699,"413,723,168,788","2,355,653"
30/07/2019,"136,349",19.09,"384,453,336,589","2,819,622"
31/07/2019,"135,180",19.0747,"456,918,700,909","3,380,073"
1/8/2019,"144,916",18.9929,"361,796,611,640","2,496,603"
2/8/2019,"116,453",19.1627,"329,679,938,948","2,831,020"
3/8/2019,"3,589",N/E,"2,712,129,034","755,607"
4/8/2019,"2,090",N/E,"835,283,233","399,684"
5/8/2019,"156,545",19.3116,"368,943,960,683","2,356,798"
6/8/2019,"191,650",19.5731,"344,697,242,066","1,798,581"
7/8/2019,"169,012",19.6291,"320,755,405,404","1,897,824"
8/8/2019,"179,355",19.6953,"355,976,927,871","1,984,759"
9/8/2019,"124,567",19.5118,"357,664,003,535","2,871,255"
10/8/2019,"3,545",N/E,"2,632,671,204","742,635"
11/8/2019,"2,032",N/E,"752,860,233","370,527"
12/8/2019,"169,868",19.4283,"370,208,336,644","2,179,382"
13/08/2019,"172,226",19.5803,"331,077,369,909","1,922,344"
14/08/2019,"139,564",19.463,"357,030,817,449","2,558,196"
15/08/2019,"106,671",19.5763,"388,697,558,509","3,643,905"
16/08/2019,"123,738",19.6365,"394,543,678,026","3,188,548"
17/08/2019,"3,395",N/E,"2,789,685,644","821,781"
18/08/2019,"2,016",N/E,"886,717,482","439,935"
19/08/2019,"180,564",19.5669,"412,522,445,354","2,284,635"
20/08/2019,"182,893",19.8153,"339,455,564,024","1,856,037"
21/08/2019,"170,067",19.7522,"327,615,987,538","1,926,398"
22/08/2019,"182,865",19.6798,"366,539,492,537","2,004,427"
23/08/2019,"142,451",19.7467,"399,484,099,631","2,804,352"
24/08/2019,"3,654",N/E,"2,653,773,842","726,268"
25/08/2019,"1,992",N/E,"811,996,557","407,622"
26/08/2019,"179,527",19.8402,"398,133,356,014","2,217,684"
27/08/2019,"189,606",19.9086,"341,735,687,254","1,802,343"
28/08/2019,"187,479",19.9934,"369,156,488,248","1,969,058"
29/08/2019,"157,304",20.0314,"460,744,158,610","2,929,009"
30/08/2019,"122,031",20.0988,"506,064,614,827","4,147,013"
31/08/2019,"5,522",N/E,"6,861,847,302","1,242,629"
1/9/2019,"2,284",N/E,"1,474,772,166","645,592"
2/9/2019,"133,033",20.0696,"379,261,867,437","2,850,878"
3/9/2019,"175,089",20.1253,"372,698,004,896","2,128,624"
4/9/2019,"164,651",20.0039,"346,887,487,154","2,106,808"
5/9/2019,"151,667",19.7806,"336,865,100,275","2,221,090"
6/9/2019,"116,658",19.6834,"347,060,250,793","2,975,025"
7/9/2019,"3,526",N/E,"2,689,636,275","762,850"
8/9/2019,"2,020",N/E,"870,015,992","430,612"
9/9/2019,"158,160",19.5623,"364,900,836,768","2,307,164"
10/9/2019,"165,688",19.5398,"336,393,791,088","2,030,286"
11/9/2019,"182,226",19.5354,"334,506,595,659","1,835,664"
12/9/2019,"154,859",19.5478,"400,716,303,892","2,587,617"
13/09/2019,"89,407",19.4265,"410,177,615,960","4,587,734"
14/09/2019,"3,650",N/E,"3,978,532,198","1,089,871"
15/09/2019,"2,086",N/E,"1,131,914,803","542,654"
16/09/2019,"2,885",N/E,"1,733,950,866","600,995"
17/09/2019,"179,664",19.3665,"491,229,782,186","2,734,152"
18/09/2019,"168,286",19.4262,"377,574,029,741","2,243,649"
19/09/2019,"159,173",19.3528,"345,389,874,560","2,169,909"
20/09/2019,"132,843",19.3981,"400,910,847,642","3,017,932"
21/09/2019,"3,560",N/E,"2,863,309,101","804,214"
22/09/2019,"1,854",N/E,"833,647,375","449,677"
23/09/2019,"180,967",19.4478,"407,615,310,097","2,252,429"
24/09/2019,"209,371",19.4459,"382,644,148,351","1,827,587"
25/09/2019,"192,644",19.4587,"373,687,849,191","1,939,786"
26/09/2019,"179,757",19.5775,"414,357,261,442","2,305,099"
27/09/2019,"122,727",19.6363,"482,446,728,679","3,931,045"
28/09/2019,"4,128",N/E,"3,956,947,266","958,453"
29/09/2019,"2,258",N/E,"1,198,920,767","530,965"
30/09/2019,"141,413",19.6808,"591,819,872,132","4,185,045"
1/10/2019,"144,456",19.7345,"399,300,877,736","2,764,175"
2/10/2019,"145,037",19.7792,"347,345,747,950","2,394,870"
3/10/2019,"151,628",19.7985,"355,588,329,503","2,345,138"
4/10/2019,"118,654",19.7368,"375,419,478,809","3,163,983"
5/10/2019,"3,419",N/E,"3,023,572,523","884,332"
6/10/2019,"2,020",N/E,"919,151,358","455,066"
7/10/2019,"159,372",19.5255,"386,172,005,337","2,423,079"
8/10/2019,"167,283",19.5522,"320,907,997,801","1,918,356"
9/10/2019,"168,328",19.584,"320,985,979,167","1,906,904"
10/10/2019,"166,582",19.5689,"385,168,005,726","2,312,178"
11/10/2019,"125,530",19.4764,"397,588,748,875","3,167,288"
12/10/2019,"3,430",N/E,"3,034,973,947","884,838"
13/10/2019,"1,948",N/E,"972,067,233","498,883"
14/10/2019,"98,141",19.3217,"312,316,259,731","3,182,320"
15/10/2019,"103,001",19.2652,"397,247,596,619","3,856,728"
16/10/2019,"137,698",19.252,"348,903,833,539","2,533,833"
17/10/2019,"173,566",19.2135,"400,746,336,663","2,308,894"
18/10/2019,"124,379",19.1602,"383,230,376,744","3,081,161"
19/10/2019,"3,317",N/E,"2,964,290,713","893,584"
20/10/2019,"1,901",N/E,"968,300,471","509,310"
21/10/2019,"167,732",19.1492,"399,801,438,681","2,383,568"
22/10/2019,"166,447",19.1422,"310,478,325,702","1,865,324"
23/10/2019,"169,349",19.105,"317,438,329,365","1,874,466"
24/10/2019,"162,722",19.1258,"352,781,604,649","2,167,998"
25/10/2019,"122,154",19.0878,"378,225,617,243","3,096,300"
26/10/2019,"3,509",N/E,"3,038,682,779","866,043"
27/10/2019,"1,965",N/E,"966,418,275","491,737"
28/10/2019,"153,453",19.082,"384,931,004,391","2,508,469"
29/10/2019,"154,354",19.0543,"367,933,216,674","2,383,704"
30/10/2019,"119,041",19.1167,"414,735,485,597","3,483,971"
31/10/2019,"129,056",19.1643,"536,527,843,702","4,157,323"
1/11/2019,"117,521",19.1948,"387,304,180,613","3,295,623"
2/11/2019,"2,867",N/E,"2,764,382,707","964,097"
3/11/2019,"1,932",N/E,"1,249,554,134","646,727"
4/11/2019,"130,753",19.1058,"365,680,550,500","2,796,725"
5/11/2019,"138,371",19.1525,"323,215,846,220","2,335,857"
