Date,relacion mont/num,tc,montoSpei,numSpei
9/9/2012,#VALOR!,N/E,N/E,N/E
10/9/2012,"500,336",12.9976,"221,854,627,895","443,411"
11/9/2012,"591,346",12.9921,"216,180,138,614","365,573"
12/9/2012,"572,094",12.9992,"208,838,992,188","365,043"
13/09/2012,"521,544",13.0305,"235,714,640,375","451,955"
14/09/2012,"335,088",12.9749,"247,996,314,026","740,094"
15/09/2012,#VALOR!,N/E,N/E,N/E
16/09/2012,#VALOR!,N/E,N/E,N/E
17/09/2012,"560,629",12.7458,"263,616,259,384","470,215"
18/09/2012,"559,607",12.7492,"203,565,019,895","363,764"
19/09/2012,"561,481",12.8192,"194,792,308,436","346,926"
20/09/2012,"539,794",12.8235,"215,736,643,020","399,665"
21/09/2012,"402,070",12.9042,"219,837,086,283","546,763"
22/09/2012,#VALOR!,N/E,N/E,N/E
23/09/2012,#VALOR!,N/E,N/E,N/E
24/09/2012,"589,721",12.8376,"239,052,128,251","405,365"
25/09/2012,"591,756",12.9123,"223,391,618,455","377,506"
26/09/2012,"588,054",12.8233,"221,341,324,837","376,396"
27/09/2012,"521,889",12.917,"268,193,643,825","513,890"
28/09/2012,"340,052",12.8521,"306,479,177,980","901,272"
29/09/2012,#VALOR!,N/E,N/E,N/E
30/09/2012,#VALOR!,N/E,N/E,N/E
1/10/2012,"528,509",12.8695,"229,038,780,809","433,368"
2/10/2012,"482,943",12.8178,"212,971,966,346","440,988"
3/10/2012,"488,573",12.8375,"192,751,328,446","394,519"
4/10/2012,"500,544",12.8528,"213,291,132,853","426,119"
5/10/2012,"364,448",12.7589,"219,074,635,276","601,114"
6/10/2012,#VALOR!,N/E,N/E,N/E
7/10/2012,#VALOR!,N/E,N/E,N/E
8/10/2012,"447,436",12.6987,"181,547,090,649","405,750"
9/10/2012,"569,280",12.8426,"211,512,510,630","371,544"
10/10/2012,"525,455",12.868,"211,347,639,946","402,218"
11/10/2012,"595,094",12.9119,"248,860,115,281","418,186"
12/10/2012,"352,191",12.8792,"233,497,732,524","662,986"
13/10/2012,#VALOR!,N/E,N/E,N/E
14/10/2012,#VALOR!,N/E,N/E,N/E
15/10/2012,"383,018",12.8901,"246,546,108,074","643,694"
16/10/2012,"524,862",12.8188,"217,583,098,939","414,553"
17/10/2012,"571,792",12.8077,"218,429,556,852","382,009"
18/10/2012,"539,088",12.7981,"209,264,858,638","388,183"
19/10/2012,"388,683",12.8299,"219,519,245,152","564,777"
20/10/2012,#VALOR!,N/E,N/E,N/E
21/10/2012,#VALOR!,N/E,N/E,N/E
22/10/2012,"556,101",12.8551,"222,831,805,583","400,704"
23/10/2012,"606,626",12.8571,"217,608,298,811","358,719"
24/10/2012,"582,025",12.9759,"207,201,341,100","356,001"
25/10/2012,"616,281",12.9839,"257,378,181,980","417,631"
26/10/2012,"394,981",12.9669,"226,532,819,729","573,528"
27/10/2012,#VALOR!,N/E,N/E,N/E
28/10/2012,#VALOR!,N/E,N/E,N/E
29/10/2012,"531,232",13.0112,"248,722,614,070","468,200"
30/10/2012,"442,965",13.09,"255,465,100,795","576,716"
31/10/2012,"400,625",13.0498,"312,261,301,806","779,436"
1/11/2012,"465,044",13.0911,"266,569,553,655","573,214"
2/11/2012,#VALOR!,13.0387,N/E,N/E
3/11/2012,#VALOR!,N/E,N/E,N/E
4/11/2012,#VALOR!,N/E,N/E,N/E
5/11/2012,"506,347",N/E,"286,838,257,525","566,485"
6/11/2012,"566,627",13.0449,"240,383,106,858","424,235"
7/11/2012,"591,760",12.9769,"227,514,543,730","384,471"
8/11/2012,"555,556",13.0432,"234,547,773,876","422,186"
9/11/2012,"441,170",13.1168,"268,677,484,450","609,011"
10/11/2012,#VALOR!,N/E,N/E,N/E
11/11/2012,#VALOR!,N/E,N/E,N/E
12/11/2012,"517,771",13.1789,"224,447,393,912","433,488"
13/11/2012,"682,083",13.1975,"269,401,528,930","394,969"
14/11/2012,"539,496",13.2284,"266,886,925,076","494,697"
15/11/2012,"434,419",13.2353,"292,289,121,767","672,827"
16/11/2012,"374,694",13.2522,"253,070,377,691","675,405"
17/11/2012,#VALOR!,N/E,N/E,N/E
18/11/2012,#VALOR!,N/E,N/E,N/E
19/11/2012,#VALOR!,13.2063,N/E,N/E
20/11/2012,"659,968",N/E,"337,677,047,396","511,657"
21/11/2012,"644,361",13.0245,"267,286,926,509","414,809"
22/11/2012,"511,484",13.0395,"216,692,213,563","423,654"
23/11/2012,"547,266",13.0188,"227,238,958,014","415,226"
24/11/2012,#VALOR!,N/E,N/E,N/E
25/11/2012,#VALOR!,N/E,N/E,N/E
26/11/2012,"690,018",12.9799,"283,059,210,577","410,220"
27/11/2012,"499,578",12.9984,"258,391,241,049","517,219"
28/11/2012,"567,968",12.9861,"257,664,841,031","453,661"
29/11/2012,"462,553",13.0372,"289,062,716,608","624,929"
30/11/2012,"370,822",12.9617,"361,588,789,521","975,101"
1/12/2012,#VALOR!,N/E,N/E,N/E
2/12/2012,#VALOR!,N/E,N/E,N/E
3/12/2012,"585,368",12.9268,"307,141,590,829","524,698"
4/12/2012,"537,808",12.9335,"248,060,774,084","461,244"
5/12/2012,"629,543",12.96,"286,171,572,717","454,570"
6/12/2012,"571,136",12.9284,"272,075,053,888","476,375"
7/12/2012,"439,348",12.9102,"307,653,339,224","700,249"
8/12/2012,#VALOR!,N/E,N/E,N/E
9/12/2012,#VALOR!,N/E,N/E,N/E
10/12/2012,"532,102",12.8469,"286,237,305,397","537,937"
11/12/2012,"574,223",12.7964,"289,916,823,136","504,885"
12/12/2012,#VALOR!,12.7584,N/E,N/E
13/12/2012,"462,799",N/E,"352,689,768,730","762,079"
14/12/2012,"375,159",12.7869,"368,207,992,196","981,472"
15/12/2012,#VALOR!,N/E,N/E,N/E
16/12/2012,#VALOR!,N/E,N/E,N/E
17/12/2012,"545,949",12.7768,"337,210,842,170","617,660"
18/12/2012,"551,090",12.7624,"287,974,747,785","522,555"
19/12/2012,"622,016",12.7236,"315,891,843,645","507,852"
20/12/2012,"584,813",12.7327,"350,678,186,780","599,642"
21/12/2012,"421,627",12.7777,"314,774,868,543","746,572"
22/12/2012,#VALOR!,N/E,N/E,N/E
23/12/2012,#VALOR!,N/E,N/E,N/E
24/12/2012,"691,977",12.8991,"231,307,234,948","334,270"
25/12/2012,#VALOR!,12.9764,N/E,N/E
26/12/2012,"897,523",N/E,"339,407,455,270","378,160"
27/12/2012,"656,362",13.0058,"306,416,674,601","466,841"
28/12/2012,"439,813",13.0101,"329,134,179,212","748,350"
29/12/2012,#VALOR!,N/E,N/E,N/E
30/12/2012,#VALOR!,N/E,N/E,N/E
31/12/2012,"563,362",12.988,"322,507,421,676","572,469"
1/1/2013,"12,876",12.9658,"489,295",38
2/1/2013,"927,331",N/E,"287,479,924,589","310,008"
3/1/2013,"758,533",12.7488,"248,213,151,939","327,228"
4/1/2013,"459,264",12.743,"230,306,097,072","501,468"
5/1/2013,#VALOR!,N/E,N/E,N/E
6/1/2013,#VALOR!,N/E,N/E,N/E
7/1/2013,"598,378",12.7597,"246,461,537,898","411,883"
8/1/2013,"648,598",12.7679,"229,086,034,951","353,202"
9/1/2013,"634,298",12.8015,"219,978,245,756","346,806"
10/1/2013,"614,542",12.7503,"256,344,566,857","417,131"
11/1/2013,"446,264",12.6555,"255,727,054,000","573,040"
12/1/2013,#VALOR!,N/E,N/E,N/E
13/01/2013,#VALOR!,N/E,N/E,N/E
14/01/2013,"510,096",12.6478,"268,996,377,900","527,345"
15/01/2013,"417,694",12.6533,"254,033,394,100","608,181"
16/01/2013,"626,784",12.6526,"246,210,724,961","392,816"
17/01/2013,"728,777",12.6305,"293,167,375,888","402,273"
18/01/2013,"456,933",12.5868,"252,067,687,184","551,651"
19/01/2013,#VALOR!,N/E,N/E,N/E
20/01/2013,#VALOR!,N/E,N/E,N/E
21/01/2013,"566,871",12.6555,"218,082,782,912","384,713"
22/01/2013,"654,285",12.7098,"232,115,433,841","354,762"
23/01/2013,"641,967",12.6817,"216,692,818,853","337,545"
24/01/2013,"605,811",12.6616,"232,140,101,154","383,189"
25/01/2013,"443,009",12.6286,"252,972,301,628","571,032"
26/01/2013,#VALOR!,N/E,N/E,N/E
27/01/2013,#VALOR!,N/E,N/E,N/E
28/01/2013,"627,525",12.6993,"256,136,318,533","408,169"
29/01/2013,"594,096",12.7802,"255,144,559,767","429,467"
30/01/2013,"507,647",12.7134,"280,425,676,777","552,403"
31/01/2013,"412,789",12.7408,"327,293,004,811","792,882"
1/2/2013,"449,351",12.7094,"260,575,342,308","579,893"
2/2/2013,#VALOR!,N/E,N/E,N/E
3/2/2013,#VALOR!,N/E,N/E,N/E
4/2/2013,#VALOR!,12.6377,N/E,N/E
5/2/2013,"516,416",N/E,"280,793,693,292","543,735"
6/2/2013,"594,876",12.6294,"242,884,459,055","408,294"
7/2/2013,"573,097",12.6664,"255,439,716,142","445,718"
8/2/2013,"412,862",12.7105,"249,322,244,807","603,888"
9/2/2013,#VALOR!,N/E,N/E,N/E
10/2/2013,#VALOR!,N/E,N/E,N/E
11/2/2013,"562,922",12.7307,"257,008,778,454","456,562"
12/2/2013,"628,511",12.7706,"235,618,258,097","374,883"
13/02/2013,"625,388",12.7364,"231,541,020,546","370,236"
14/02/2013,"490,580",12.7116,"257,114,968,818","524,104"
15/02/2013,"342,350",12.6982,"277,202,802,497","809,707"
16/02/2013,#VALOR!,N/E,N/E,N/E
17/02/2013,#VALOR!,N/E,N/E,N/E
18/02/2013,"496,565",12.6866,"235,112,612,987","473,478"
19/02/2013,"612,805",12.6959,"240,388,223,115","392,275"
20/02/2013,"619,822",12.6873,"239,869,888,487","386,998"
21/02/2013,"550,190",12.6694,"231,758,001,815","421,233"
22/02/2013,"405,103",12.7699,"242,539,049,316","598,709"
23/02/2013,#VALOR!,N/E,N/E,N/E
24/02/2013,#VALOR!,N/E,N/E,N/E
25/02/2013,"556,418",12.7517,"251,388,115,529","451,797"
26/02/2013,"609,005",12.7028,"259,928,411,454","426,808"
27/02/2013,"432,700",12.868,"239,564,338,326","553,650"
28/02/2013,"375,379",12.8322,"337,653,535,908","899,501"
1/3/2013,"435,120",12.7795,"256,676,274,665","589,897"
2/3/2013,#VALOR!,N/E,N/E,N/E
3/3/2013,#VALOR!,N/E,N/E,N/E
4/3/2013,"547,727",12.8012,"271,125,348,526","495,001"
5/3/2013,"508,825",12.7814,"218,282,903,045","428,994"
6/3/2013,"517,702",12.7355,"210,339,167,412","406,294"
7/3/2013,"480,258",12.7345,"221,437,211,089","461,080"
8/3/2013,"367,986",12.7839,"235,060,084,996","638,775"
9/3/2013,#VALOR!,N/E,N/E,N/E
10/3/2013,#VALOR!,N/E,N/E,N/E
11/3/2013,"538,588",12.6684,"251,597,658,490","467,143"
12/3/2013,"591,778",12.5308,"228,549,992,147","386,209"
13/03/2013,"586,405",12.4641,"234,021,531,105","399,078"
14/03/2013,"448,091",12.3967,"255,710,770,087","570,667"
15/03/2013,"309,324",12.4545,"271,635,437,309","878,159"
16/03/2013,#VALOR!,N/E,N/E,N/E
17/03/2013,#VALOR!,N/E,N/E,N/E
18/03/2013,#VALOR!,12.439,N/E,N/E
19/03/2013,"548,545",N/E,"318,621,569,889","580,849"
20/03/2013,"616,158",12.4339,"277,654,173,917","450,622"
21/03/2013,"486,921",12.3909,"236,315,219,574","485,326"
22/03/2013,"408,467",12.3841,"279,833,189,195","685,082"
23/03/2013,#VALOR!,N/E,N/E,N/E
24/03/2013,#VALOR!,N/E,N/E,N/E
25/03/2013,"527,770",12.3724,"270,670,650,525","512,857"
26/03/2013,"473,750",12.3579,"270,200,772,012","570,345"
27/03/2013,"345,706",12.3546,"340,655,712,785","985,390"
28/03/2013,#VALOR!,12.3612,N/E,N/E
29/03/2013,#VALOR!,N/E,N/E,N/E
30/03/2013,#VALOR!,N/E,N/E,N/E
31/03/2013,#VALOR!,N/E,N/E,N/E
1/4/2013,"508,928",N/E,"280,141,001,300","550,453"
2/4/2013,"572,106",12.3438,"236,423,246,214","413,251"
3/4/2013,"573,682",12.2728,"224,201,255,944","390,811"
4/4/2013,"568,464",12.3266,"250,990,690,707","441,524"
5/4/2013,"403,095",12.3197,"262,296,699,246","650,707"
6/4/2013,#VALOR!,N/E,N/E,N/E
7/4/2013,#VALOR!,N/E,N/E,N/E
8/4/2013,"524,614",12.2383,"239,577,133,886","456,673"
9/4/2013,"584,174",12.1588,"237,932,861,204","407,298"
10/4/2013,"567,069",12.1304,"241,952,822,470","426,673"
11/4/2013,"632,628",12.114,"265,084,307,188","419,021"
12/4/2013,"345,868",12.0691,"269,630,691,050","779,577"
13/04/2013,#VALOR!,N/E,N/E,N/E
14/04/2013,#VALOR!,N/E,N/E,N/E
15/04/2013,"384,318",12.0824,"283,120,496,590","736,683"
16/04/2013,"563,466",12.1729,"257,102,385,756","456,287"
17/04/2013,"655,224",12.1668,"271,155,973,408","413,837"
18/04/2013,"608,622",12.237,"265,070,664,839","435,526"
19/04/2013,"453,294",12.2479,"280,248,922,208","618,250"
20/04/2013,#VALOR!,N/E,N/E,N/E
21/04/2013,#VALOR!,N/E,N/E,N/E
22/04/2013,"585,426",12.2254,"255,462,409,058","436,370"
23/04/2013,"618,934",12.3227,"240,267,033,587","388,195"
24/04/2013,"658,230",12.2492,"251,845,517,837","382,610"
25/04/2013,"563,401",12.2768,"263,077,400,903","466,945"
26/04/2013,"389,472",12.1231,"255,739,599,914","656,632"
27/04/2013,#VALOR!,N/E,N/E,N/E
28/04/2013,#VALOR!,N/E,N/E,N/E
29/04/2013,"472,282",12.155,"296,403,460,313","627,598"
30/04/2013,"374,658",12.1326,"311,112,297,662","830,391"
1/5/2013,#VALOR!,12.1456,N/E,N/E
2/5/2013,"431,408",N/E,"262,537,878,766","608,561"
3/5/2013,"352,606",12.1756,"240,831,254,190","683,003"
4/5/2013,#VALOR!,N/E,N/E,N/E
5/5/2013,#VALOR!,N/E,N/E,N/E
6/5/2013,"517,320",12.0851,"248,219,070,538","479,817"
7/5/2013,"502,074",12.1074,"228,446,009,400","455,005"
8/5/2013,"501,135",12.0733,"214,122,040,681","427,274"
9/5/2013,"492,323",12.0393,"241,065,985,887","489,650"
10/5/2013,"399,982",11.9807,"231,973,904,283","579,961"
11/5/2013,#VALOR!,N/E,N/E,N/E
12/5/2013,#VALOR!,N/E,N/E,N/E
13/05/2013,"564,751",12.1094,"269,372,775,901","476,976"
14/05/2013,"511,697",12.1448,"273,148,804,786","533,810"
15/05/2013,"366,134",12.1485,"242,974,087,139","663,621"
16/05/2013,"507,836",12.2313,"257,723,364,398","507,493"
17/05/2013,"415,958",12.2378,"267,290,498,998","642,590"
18/05/2013,#VALOR!,N/E,N/E,N/E
19/05/2013,#VALOR!,N/E,N/E,N/E
20/05/2013,"618,548",12.3177,"290,919,099,890","470,326"
21/05/2013,"517,227",12.3258,"208,229,532,420","402,588"
22/05/2013,"525,652",12.3414,"202,506,531,235","385,248"
23/05/2013,"533,020",12.3113,"231,296,708,971","433,936"
24/05/2013,"375,634",12.4764,"237,664,621,590","632,703"
25/05/2013,#VALOR!,N/E,N/E,N/E
26/05/2013,#VALOR!,N/E,N/E,N/E
27/05/2013,"499,125",12.5219,"219,820,927,405","440,413"
28/05/2013,"584,461",12.4831,"250,587,032,712","428,749"
29/05/2013,"579,954",12.5275,"274,852,914,163","473,922"
30/05/2013,"410,235",12.6328,"275,234,745,372","670,919"
31/05/2013,"329,662",12.7781,"302,385,692,407","917,261"
1/6/2013,#VALOR!,N/E,N/E,N/E
2/6/2013,#VALOR!,N/E,N/E,N/E
3/6/2013,"465,363",12.8035,"265,477,133,408","570,473"
4/6/2013,"460,746",12.7882,"204,373,204,562","443,570"
5/6/2013,"497,238",12.7317,"220,367,964,992","443,184"
6/6/2013,"442,919",12.8167,"205,458,330,977","463,873"
7/6/2013,"325,125",12.9079,"213,375,233,961","656,287"
8/6/2013,0,N/E,0,2
9/6/2013,#VALOR!,N/E,N/E,N/E
10/6/2013,"439,204",12.7173,"226,915,056,961","516,651"
11/6/2013,"516,389",12.8572,"213,411,121,173","413,276"
12/6/2013,"499,799",12.8846,"201,397,185,792","402,956"
13/06/2013,"467,120",12.8442,"246,015,704,268","526,665"
14/06/2013,"274,352",12.7812,"259,680,990,703","946,526"
15/06/2013,#VALOR!,N/E,N/E,N/E
16/06/2013,#VALOR!,N/E,N/E,N/E
17/06/2013,"452,395",12.6916,"250,330,262,649","553,344"
18/06/2013,"538,859",12.737,"229,150,736,157","425,252"
19/06/2013,"523,876",12.88,"211,810,276,510","404,314"
20/06/2013,"509,581",12.8695,"231,995,372,344","455,267"
21/06/2013,"366,521",13.4015,"243,675,013,240","664,832"
22/06/2013,#VALOR!,N/E,N/E,N/E
23/06/2013,#VALOR!,N/E,N/E,N/E
24/06/2013,"546,072",13.4041,"249,215,188,550","456,378"
25/06/2013,"527,459",13.3966,"236,239,012,013","447,881"
26/06/2013,"568,089",13.2424,"255,980,803,357","450,600"
27/06/2013,"501,648",13.1884,"297,777,171,295","593,598"
28/06/2013,"326,579",13.0235,"360,468,275,351","1,103,770"
29/06/2013,#VALOR!,N/E,N/E,N/E
30/06/2013,#VALOR!,N/E,N/E,N/E
1/7/2013,"515,313",13.0279,"279,266,848,547","541,936"
2/7/2013,"475,593",12.9131,"220,814,047,034","464,292"
3/7/2013,"518,273",12.985,"224,818,690,941","433,784"
4/7/2013,"424,972",13.0377,"200,159,174,253","470,994"
5/7/2013,"347,943",12.8902,"237,238,727,590","681,832"
6/7/2013,#VALOR!,N/E,N/E,N/E
7/7/2013,#VALOR!,N/E,N/E,N/E
8/7/2013,"506,397",13.0567,"236,458,838,682","466,944"
9/7/2013,"554,727",12.9267,"232,927,056,564","419,895"
10/7/2013,"498,920",12.8654,"224,432,536,321","449,837"
11/7/2013,"512,987",12.9494,"243,578,344,040","474,824"
12/7/2013,"307,444",12.8599,"240,504,722,608","782,272"
13/07/2013,#VALOR!,N/E,N/E,N/E
14/07/2013,#VALOR!,N/E,N/E,N/E
15/07/2013,"354,079",12.8234,"267,379,780,066","755,142"
16/07/2013,"452,676",12.7387,"210,345,351,711","464,671"
17/07/2013,"585,851",12.6299,"248,869,641,282","424,800"
18/07/2013,"535,755",12.5455,"234,835,738,993","438,327"
19/07/2013,"355,636",12.4976,"228,136,440,294","641,488"
20/07/2013,#VALOR!,N/E,N/E,N/E
21/07/2013,#VALOR!,N/E,N/E,N/E
22/07/2013,"583,530",12.5499,"261,815,203,163","448,675"
23/07/2013,"520,228",12.5054,"206,765,068,153","397,451"
24/07/2013,"581,327",12.5093,"225,397,355,283","387,729"
25/07/2013,"523,155",12.633,"251,770,084,068","481,253"
26/07/2013,"332,024",12.6468,"235,207,925,643","708,406"
27/07/2013,#VALOR!,N/E,N/E,N/E
28/07/2013,#VALOR!,N/E,N/E,N/E
29/07/2013,"517,694",12.7091,"266,936,663,521","515,626"
30/07/2013,"395,018",12.7321,"247,882,676,536","627,522"
31/07/2013,"367,151",12.7635,"307,782,316,573","838,298"
1/8/2013,"519,713",12.8464,"247,331,456,643","475,900"
2/8/2013,"347,515",12.8068,"227,918,902,864","655,854"
3/8/2013,#VALOR!,N/E,N/E,N/E
4/8/2013,#VALOR!,N/E,N/E,N/E
5/8/2013,"486,116",12.6904,"244,949,168,224","503,890"
6/8/2013,"494,033",12.6759,"216,377,894,087","437,983"
7/8/2013,"472,106",12.6445,"201,347,751,554","426,488"
8/8/2013,"479,743",12.6989,"225,643,908,692","470,343"
9/8/2013,"357,463",12.646,"241,154,754,984","674,629"
10/8/2013,0,N/E,0,4
11/8/2013,#VALOR!,N/E,N/E,N/E
12/8/2013,"550,656",12.5889,"261,101,459,514","474,164"
13/08/2013,"533,634",12.5666,"231,586,008,293","433,979"
14/08/2013,"463,162",12.7545,"255,211,516,091","551,020"
15/08/2013,"373,757",12.7255,"274,196,487,048","733,623"
16/08/2013,"345,977",12.8625,"244,845,564,915","707,694"
17/08/2013,#VALOR!,N/E,N/E,N/E
18/08/2013,#VALOR!,N/E,N/E,N/E
19/08/2013,"542,382",12.8722,"265,571,265,258","489,639"
20/08/2013,"570,490",13.0124,"246,616,931,475","432,290"
21/08/2013,"544,133",13.0064,"222,919,145,305","409,678"
22/08/2013,"508,338",13.1424,"233,636,163,665","459,608"
23/08/2013,"394,509",13.1486,"264,731,457,630","671,041"
24/08/2013,#VALOR!,N/E,N/E,N/E
25/08/2013,#VALOR!,N/E,N/E,N/E
26/08/2013,"534,389",12.9979,"261,548,997,026","489,436"
27/08/2013,"544,643",13.109,"233,939,321,994","429,528"
28/08/2013,"513,816",13.3366,"237,754,373,950","462,723"
29/08/2013,"427,702",13.2539,"272,610,208,459","637,383"
30/08/2013,"296,936",13.3104,"325,925,048,591","1,097,626"
31/08/2013,#VALOR!,N/E,N/E,N/E
1/9/2013,#VALOR!,N/E,N/E,N/E
2/9/2013,"391,909",13.3415,"229,936,281,989","586,709"
3/9/2013,"575,487",13.307,"258,944,010,566","449,956"
4/9/2013,"551,879",13.4394,"242,805,205,000","439,961"
5/9/2013,"479,017",13.3065,"242,688,573,499","506,639"
6/9/2013,"387,335",13.4079,"269,458,662,342","695,674"
7/9/2013,#VALOR!,N/E,N/E,N/E
8/9/2013,"40,319",N/E,"604,785",15
9/9/2013,"519,565",13.2413,"258,241,988,566","497,035"
10/9/2013,"497,123",13.1471,"240,499,581,558","483,783"
11/9/2013,"603,436",13.1119,"256,635,809,305","425,291"
12/9/2013,"508,621",13.0938,"281,728,983,971","553,908"
13/09/2013,"281,834",13.0854,"283,116,708,961","1,004,552"
14/09/2013,#VALOR!,N/E,N/E,N/E
15/09/2013,#VALOR!,N/E,N/E,N/E
16/09/2013,"12,338",13.054,"111,039",9
17/09/2013,"519,955",N/E,"323,737,382,781","622,626"
18/09/2013,"546,662",12.9241,"261,058,458,319","477,550"
19/09/2013,"485,640",12.9687,"230,253,516,946","474,124"
20/09/2013,"374,115",12.7179,"267,263,244,442","714,388"
21/09/2013,#VALOR!,N/E,N/E,N/E
22/09/2013,#VALOR!,N/E,N/E,N/E
23/09/2013,"571,710",12.7685,"272,281,477,628","476,258"
24/09/2013,"589,877",12.7846,"256,155,724,411","434,253"
25/09/2013,"588,839",12.8754,"264,952,991,619","449,958"
26/09/2013,"547,026",12.953,"276,571,189,667","505,591"
27/09/2013,"343,790",13.0119,"300,679,378,771","874,601"
28/09/2013,#VALOR!,N/E,N/E,N/E
29/09/2013,#VALOR!,N/E,N/E,N/E
30/09/2013,"391,909",13.145,"390,125,935,653","995,451"
1/10/2013,"495,731",13.1747,"256,386,045,519","517,188"
2/10/2013,"468,250",13.1294,"210,999,879,055","450,614"
3/10/2013,"503,541",13.1593,"253,203,843,916","502,847"
4/10/2013,"353,182",13.2663,"257,659,488,995","729,537"
5/10/2013,#VALOR!,N/E,N/E,N/E
6/10/2013,#VALOR!,N/E,N/E,N/E
7/10/2013,"481,814",13.0976,"247,110,365,529","512,875"
8/10/2013,"513,925",13.0959,"225,585,265,687","438,946"
9/10/2013,"507,645",13.1417,"220,584,430,119","434,525"
10/10/2013,"523,591",13.2126,"274,848,600,580","524,930"
11/10/2013,"385,048",13.0913,"277,295,041,156","720,157"
12/10/2013,#VALOR!,N/E,N/E,N/E
13/10/2013,#VALOR!,N/E,N/E,N/E
14/10/2013,"380,965",13.0514,"227,469,454,525","597,087"
15/10/2013,"352,274",13.0492,"270,779,472,763","768,662"
16/10/2013,"489,922",12.9725,"242,206,167,598","494,377"
17/10/2013,"530,663",12.8816,"266,474,887,175","502,155"
18/10/2013,"358,231",12.7717,"250,725,319,674","699,899"
19/10/2013,#VALOR!,N/E,N/E,N/E
20/10/2013,0,N/E,0,2
21/10/2013,"549,469",12.7988,"270,880,442,339","492,986"
22/10/2013,"525,177",12.9314,"229,534,703,162","437,062"
23/10/2013,"561,306",12.8713,"233,736,847,794","416,416"
24/10/2013,"547,498",12.9433,"254,024,441,828","463,973"
25/10/2013,"406,889",12.9916,"289,808,542,975","712,255"
26/10/2013,#VALOR!,N/E,N/E,N/E
27/10/2013,#VALOR!,N/E,N/E,N/E
28/10/2013,"544,842",12.8693,"283,586,629,612","520,493"
29/10/2013,"480,271",12.8948,"253,238,852,625","527,283"
30/10/2013,"400,341",12.8903,"275,472,325,895","688,095"
31/10/2013,"352,566",12.864,"347,042,094,699","984,331"
1/11/2013,"410,727",13.0067,"267,889,020,719","652,232"
2/11/2013,#VALOR!,N/E,N/E,N/E
3/11/2013,#VALOR!,N/E,N/E,N/E
4/11/2013,"518,029",13.0789,"269,808,392,610","520,836"
5/11/2013,"508,308",12.9869,"252,263,438,430","496,281"
6/11/2013,"485,570",13.1341,"218,214,799,137","449,399"
7/11/2013,"501,996",13.1388,"262,467,881,668","522,849"
8/11/2013,"374,198",13.1912,"281,024,770,409","751,005"
9/11/2013,#VALOR!,N/E,N/E,N/E
10/11/2013,#VALOR!,N/E,N/E,N/E
11/11/2013,"430,172",13.2412,"223,520,817,221","519,608"
12/11/2013,"595,987",13.2314,"267,900,467,276","449,507"
13/11/2013,"567,840",13.1879,"269,163,069,812","474,012"
14/11/2013,"410,076",13.103,"278,472,789,265","679,076"
15/11/2013,"262,916",13.0173,"285,794,631,561","1,087,019"
16/11/2013,"75,667",N/E,"227,000",3
17/11/2013,#VALOR!,N/E,N/E,N/E
18/11/2013,"7,700",12.9524,"53,900",7
19/11/2013,"562,266",N/E,"362,176,936,089","644,138"
20/11/2013,"576,925",12.8869,"290,104,484,099","502,846"
21/11/2013,"536,882",12.9697,"281,912,000,342","525,091"
22/11/2013,"349,968",13.0617,"263,975,179,025","754,283"
23/11/2013,#VALOR!,N/E,N/E,N/E
24/11/2013,"4,099",N/E,"4,099",1
25/11/2013,"539,298",13.0223,"289,230,998,708","536,310"
26/11/2013,"560,687",13.0267,"266,098,780,723","474,594"
27/11/2013,"543,473",13.0745,"276,362,178,645","508,511"
28/11/2013,"371,527",13.0925,"254,241,257,686","684,314"
29/11/2013,"295,224",13.0836,"368,330,687,027","1,247,630"
30/11/2013,#VALOR!,N/E,N/E,N/E
1/12/2013,#VALOR!,N/E,N/E,N/E
2/12/2013,"458,759",13.1101,"301,408,172,408","657,008"
3/12/2013,"483,074",13.2041,"257,782,123,017","533,629"
4/12/2013,"474,732",13.2372,"245,850,809,890","517,873"
5/12/2013,"498,138",13.0826,"302,621,040,952","607,505"
6/12/2013,"359,367",13.0057,"298,967,283,062","831,928"
7/12/2013,#VALOR!,N/E,N/E,N/E
8/12/2013,#VALOR!,N/E,N/E,N/E
9/12/2013,"547,831",12.9299,"330,298,684,651","602,921"
10/12/2013,"479,910",12.8612,"292,784,165,713","610,082"
11/12/2013,"494,209",12.8574,"337,860,714,697","683,640"
12/12/2013,"15,000",12.9342,"15,000",1
13/12/2013,"289,699",N/E,"410,819,579,437","1,418,090"
14/12/2013,#VALOR!,N/E,N/E,N/E
15/12/2013,#VALOR!,N/E,N/E,N/E
16/12/2013,"460,698",12.9515,"379,891,017,896","824,598"
17/12/2013,"558,601",12.9439,"356,368,348,907","637,966"
18/12/2013,"570,862",12.9575,"355,869,299,398","623,389"
19/12/2013,"490,799",12.9937,"338,686,560,345","690,072"
20/12/2013,"408,341",12.973,"401,263,832,941","982,668"
21/12/2013,#VALOR!,N/E,N/E,N/E
22/12/2013,#VALOR!,N/E,N/E,N/E
23/12/2013,"542,001",12.9574,"371,303,257,562","685,060"
24/12/2013,"750,102",12.961,"283,123,811,583","377,447"
25/12/2013,#VALOR!,13.02,N/E,N/E
26/12/2013,"601,356",N/E,"295,706,819,939","491,733"
27/12/2013,"497,020",13.0547,"368,340,320,638","741,097"
28/12/2013,#VALOR!,N/E,N/E,N/E
29/12/2013,#VALOR!,N/E,N/E,N/E
