Date,montoSpei,numSpei,tc
30/03/2013,N/E,N/E,N/E
31/03/2013,N/E,N/E,N/E
1/4/2013,"280,141,001,300","550,453",N/E
2/4/2013,"236,423,246,214","413,251",12.3438
3/4/2013,"224,201,255,944","390,811",12.2728
4/4/2013,"250,990,690,707","441,524",12.3266
5/4/2013,"262,296,699,246","650,707",12.3197
6/4/2013,N/E,N/E,N/E
7/4/2013,N/E,N/E,N/E
8/4/2013,"239,577,133,886","456,673",12.2383
9/4/2013,"237,932,861,204","407,298",12.1588
10/4/2013,"241,952,822,470","426,673",12.1304
11/4/2013,"265,084,307,188","419,021",12.114
12/4/2013,"269,630,691,050","779,577",12.0691
13/04/2013,N/E,N/E,N/E
14/04/2013,N/E,N/E,N/E
15/04/2013,"283,120,496,590","736,683",12.0824
16/04/2013,"257,102,385,756","456,287",12.1729
17/04/2013,"271,155,973,408","413,837",12.1668
18/04/2013,"265,070,664,839","435,526",12.237
19/04/2013,"280,248,922,208","618,250",12.2479
20/04/2013,N/E,N/E,N/E
21/04/2013,N/E,N/E,N/E
22/04/2013,"255,462,409,058","436,370",12.2254
23/04/2013,"240,267,033,587","388,195",12.3227
24/04/2013,"251,845,517,837","382,610",12.2492
25/04/2013,"263,077,400,903","466,945",12.2768
26/04/2013,"255,739,599,914","656,632",12.1231
27/04/2013,N/E,N/E,N/E
28/04/2013,N/E,N/E,N/E
29/04/2013,"296,403,460,313","627,598",12.155
30/04/2013,"311,112,297,662","830,391",12.1326
1/5/2013,N/E,N/E,12.1456
2/5/2013,"262,537,878,766","608,561",N/E
3/5/2013,"240,831,254,190","683,003",12.1756
4/5/2013,N/E,N/E,N/E
5/5/2013,N/E,N/E,N/E
6/5/2013,"248,219,070,538","479,817",12.0851
7/5/2013,"228,446,009,400","455,005",12.1074
8/5/2013,"214,122,040,681","427,274",12.0733
9/5/2013,"241,065,985,887","489,650",12.0393
10/5/2013,"231,973,904,283","579,961",11.9807
11/5/2013,N/E,N/E,N/E
12/5/2013,N/E,N/E,N/E
13/05/2013,"269,372,775,901","476,976",12.1094
14/05/2013,"273,148,804,786","533,810",12.1448
15/05/2013,"242,974,087,139","663,621",12.1485
16/05/2013,"257,723,364,398","507,493",12.2313
17/05/2013,"267,290,498,998","642,590",12.2378
18/05/2013,N/E,N/E,N/E
19/05/2013,N/E,N/E,N/E
20/05/2013,"290,919,099,890","470,326",12.3177
21/05/2013,"208,229,532,420","402,588",12.3258
22/05/2013,"202,506,531,235","385,248",12.3414
23/05/2013,"231,296,708,971","433,936",12.3113
24/05/2013,"237,664,621,590","632,703",12.4764
25/05/2013,N/E,N/E,N/E
26/05/2013,N/E,N/E,N/E
27/05/2013,"219,820,927,405","440,413",12.5219
28/05/2013,"250,587,032,712","428,749",12.4831
29/05/2013,"274,852,914,163","473,922",12.5275
30/05/2013,"275,234,745,372","670,919",12.6328
31/05/2013,"302,385,692,407","917,261",12.7781
1/6/2013,N/E,N/E,N/E
2/6/2013,N/E,N/E,N/E
3/6/2013,"265,477,133,408","570,473",12.8035
4/6/2013,"204,373,204,562","443,570",12.7882
5/6/2013,"220,367,964,992","443,184",12.7317
6/6/2013,"205,458,330,977","463,873",12.8167
7/6/2013,"213,375,233,961","656,287",12.9079
8/6/2013,0,2,N/E
9/6/2013,N/E,N/E,N/E
10/6/2013,"226,915,056,961","516,651",12.7173
11/6/2013,"213,411,121,173","413,276",12.8572
12/6/2013,"201,397,185,792","402,956",12.8846
13/06/2013,"246,015,704,268","526,665",12.8442
14/06/2013,"259,680,990,703","946,526",12.7812
15/06/2013,N/E,N/E,N/E
16/06/2013,N/E,N/E,N/E
17/06/2013,"250,330,262,649","553,344",12.6916
18/06/2013,"229,150,736,157","425,252",12.737
19/06/2013,"211,810,276,510","404,314",12.88
20/06/2013,"231,995,372,344","455,267",12.8695
21/06/2013,"243,675,013,240","664,832",13.4015
22/06/2013,N/E,N/E,N/E
23/06/2013,N/E,N/E,N/E
24/06/2013,"249,215,188,550","456,378",13.4041
25/06/2013,"236,239,012,013","447,881",13.3966
26/06/2013,"255,980,803,357","450,600",13.2424
27/06/2013,"297,777,171,295","593,598",13.1884
28/06/2013,"360,468,275,351","1,103,770",13.0235
29/06/2013,N/E,N/E,N/E
30/06/2013,N/E,N/E,N/E
1/7/2013,"279,266,848,547","541,936",13.0279
2/7/2013,"220,814,047,034","464,292",12.9131
3/7/2013,"224,818,690,941","433,784",12.985
4/7/2013,"200,159,174,253","470,994",13.0377
5/7/2013,"237,238,727,590","681,832",12.8902
6/7/2013,N/E,N/E,N/E
7/7/2013,N/E,N/E,N/E
8/7/2013,"236,458,838,682","466,944",13.0567
9/7/2013,"232,927,056,564","419,895",12.9267
10/7/2013,"224,432,536,321","449,837",12.8654
11/7/2013,"243,578,344,040","474,824",12.9494
12/7/2013,"240,504,722,608","782,272",12.8599
13/07/2013,N/E,N/E,N/E
14/07/2013,N/E,N/E,N/E
15/07/2013,"267,379,780,066","755,142",12.8234
16/07/2013,"210,345,351,711","464,671",12.7387
17/07/2013,"248,869,641,282","424,800",12.6299
18/07/2013,"234,835,738,993","438,327",12.5455
19/07/2013,"228,136,440,294","641,488",12.4976
20/07/2013,N/E,N/E,N/E
21/07/2013,N/E,N/E,N/E
22/07/2013,"261,815,203,163","448,675",12.5499
23/07/2013,"206,765,068,153","397,451",12.5054
24/07/2013,"225,397,355,283","387,729",12.5093
25/07/2013,"251,770,084,068","481,253",12.633
26/07/2013,"235,207,925,643","708,406",12.6468
27/07/2013,N/E,N/E,N/E
28/07/2013,N/E,N/E,N/E
29/07/2013,"266,936,663,521","515,626",12.7091
30/07/2013,"247,882,676,536","627,522",12.7321
31/07/2013,"307,782,316,573","838,298",12.7635
1/8/2013,"247,331,456,643","475,900",12.8464
2/8/2013,"227,918,902,864","655,854",12.8068
3/8/2013,N/E,N/E,N/E
4/8/2013,N/E,N/E,N/E
5/8/2013,"244,949,168,224","503,890",12.6904
6/8/2013,"216,377,894,087","437,983",12.6759
7/8/2013,"201,347,751,554","426,488",12.6445
8/8/2013,"225,643,908,692","470,343",12.6989
9/8/2013,"241,154,754,984","674,629",12.646
10/8/2013,0,4,N/E
11/8/2013,N/E,N/E,N/E
12/8/2013,"261,101,459,514","474,164",12.5889
13/08/2013,"231,586,008,293","433,979",12.5666
14/08/2013,"255,211,516,091","551,020",12.7545
15/08/2013,"274,196,487,048","733,623",12.7255
16/08/2013,"244,845,564,915","707,694",12.8625
17/08/2013,N/E,N/E,N/E
18/08/2013,N/E,N/E,N/E
19/08/2013,"265,571,265,258","489,639",12.8722
20/08/2013,"246,616,931,475","432,290",13.0124
21/08/2013,"222,919,145,305","409,678",13.0064
22/08/2013,"233,636,163,665","459,608",13.1424
23/08/2013,"264,731,457,630","671,041",13.1486
24/08/2013,N/E,N/E,N/E
25/08/2013,N/E,N/E,N/E
26/08/2013,"261,548,997,026","489,436",12.9979
27/08/2013,"233,939,321,994","429,528",13.109
28/08/2013,"237,754,373,950","462,723",13.3366
29/08/2013,"272,610,208,459","637,383",13.2539
30/08/2013,"325,925,048,591","1,097,626",13.3104
31/08/2013,N/E,N/E,N/E
1/9/2013,N/E,N/E,N/E
2/9/2013,"229,936,281,989","586,709",13.3415
3/9/2013,"258,944,010,566","449,956",13.307
4/9/2013,"242,805,205,000","439,961",13.4394
5/9/2013,"242,688,573,499","506,639",13.3065
6/9/2013,"269,458,662,342","695,674",13.4079
7/9/2013,N/E,N/E,N/E
8/9/2013,"604,785",15,N/E
9/9/2013,"258,241,988,566","497,035",13.2413
10/9/2013,"240,499,581,558","483,783",13.1471
11/9/2013,"256,635,809,305","425,291",13.1119
12/9/2013,"281,728,983,971","553,908",13.0938
13/09/2013,"283,116,708,961","1,004,552",13.0854
14/09/2013,N/E,N/E,N/E
15/09/2013,N/E,N/E,N/E
16/09/2013,"111,039",9,13.054
17/09/2013,"323,737,382,781","622,626",N/E
18/09/2013,"261,058,458,319","477,550",12.9241
19/09/2013,"230,253,516,946","474,124",12.9687
20/09/2013,"267,263,244,442","714,388",12.7179
21/09/2013,N/E,N/E,N/E
22/09/2013,N/E,N/E,N/E
23/09/2013,"272,281,477,628","476,258",12.7685
24/09/2013,"256,155,724,411","434,253",12.7846
25/09/2013,"264,952,991,619","449,958",12.8754
26/09/2013,"276,571,189,667","505,591",12.953
27/09/2013,"300,679,378,771","874,601",13.0119
28/09/2013,N/E,N/E,N/E
29/09/2013,N/E,N/E,N/E
30/09/2013,"390,125,935,653","995,451",13.145
1/10/2013,"256,386,045,519","517,188",13.1747
2/10/2013,"210,999,879,055","450,614",13.1294
3/10/2013,"253,203,843,916","502,847",13.1593
4/10/2013,"257,659,488,995","729,537",13.2663
5/10/2013,N/E,N/E,N/E
6/10/2013,N/E,N/E,N/E
7/10/2013,"247,110,365,529","512,875",13.0976
8/10/2013,"225,585,265,687","438,946",13.0959
9/10/2013,"220,584,430,119","434,525",13.1417
10/10/2013,"274,848,600,580","524,930",13.2126
11/10/2013,"277,295,041,156","720,157",13.0913
12/10/2013,N/E,N/E,N/E
13/10/2013,N/E,N/E,N/E
14/10/2013,"227,469,454,525","597,087",13.0514
15/10/2013,"270,779,472,763","768,662",13.0492
16/10/2013,"242,206,167,598","494,377",12.9725
17/10/2013,"266,474,887,175","502,155",12.8816
18/10/2013,"250,725,319,674","699,899",12.7717
19/10/2013,N/E,N/E,N/E
20/10/2013,0,2,N/E
21/10/2013,"270,880,442,339","492,986",12.7988
22/10/2013,"229,534,703,162","437,062",12.9314
23/10/2013,"233,736,847,794","416,416",12.8713
24/10/2013,"254,024,441,828","463,973",12.9433
25/10/2013,"289,808,542,975","712,255",12.9916
26/10/2013,N/E,N/E,N/E
27/10/2013,N/E,N/E,N/E
28/10/2013,"283,586,629,612","520,493",12.8693
29/10/2013,"253,238,852,625","527,283",12.8948
30/10/2013,"275,472,325,895","688,095",12.8903
31/10/2013,"347,042,094,699","984,331",12.864
1/11/2013,"267,889,020,719","652,232",13.0067
2/11/2013,N/E,N/E,N/E
3/11/2013,N/E,N/E,N/E
4/11/2013,"269,808,392,610","520,836",13.0789
5/11/2013,"252,263,438,430","496,281",12.9869
6/11/2013,"218,214,799,137","449,399",13.1341
7/11/2013,"262,467,881,668","522,849",13.1388
8/11/2013,"281,024,770,409","751,005",13.1912
9/11/2013,N/E,N/E,N/E
10/11/2013,N/E,N/E,N/E
11/11/2013,"223,520,817,221","519,608",13.2412
12/11/2013,"267,900,467,276","449,507",13.2314
13/11/2013,"269,163,069,812","474,012",13.1879
14/11/2013,"278,472,789,265","679,076",13.103
15/11/2013,"285,794,631,561","1,087,019",13.0173
16/11/2013,"227,000",3,N/E
17/11/2013,N/E,N/E,N/E
18/11/2013,"53,900",7,12.9524
19/11/2013,"362,176,936,089","644,138",N/E
20/11/2013,"290,104,484,099","502,846",12.8869
21/11/2013,"281,912,000,342","525,091",12.9697
22/11/2013,"263,975,179,025","754,283",13.0617
23/11/2013,N/E,N/E,N/E
24/11/2013,"4,099",1,N/E
25/11/2013,"289,230,998,708","536,310",13.0223
26/11/2013,"266,098,780,723","474,594",13.0267
27/11/2013,"276,362,178,645","508,511",13.0745
28/11/2013,"254,241,257,686","684,314",13.0925
29/11/2013,"368,330,687,027","1,247,630",13.0836
30/11/2013,N/E,N/E,N/E
1/12/2013,N/E,N/E,N/E
2/12/2013,"301,408,172,408","657,008",13.1101
3/12/2013,"257,782,123,017","533,629",13.2041
4/12/2013,"245,850,809,890","517,873",13.2372
5/12/2013,"302,621,040,952","607,505",13.0826
6/12/2013,"298,967,283,062","831,928",13.0057
7/12/2013,N/E,N/E,N/E
8/12/2013,N/E,N/E,N/E
9/12/2013,"330,298,684,651","602,921",12.9299
10/12/2013,"292,784,165,713","610,082",12.8612
11/12/2013,"337,860,714,697","683,640",12.8574
12/12/2013,"15,000",1,12.9342
13/12/2013,"410,819,579,437","1,418,090",N/E
14/12/2013,N/E,N/E,N/E
15/12/2013,N/E,N/E,N/E
16/12/2013,"379,891,017,896","824,598",12.9515
17/12/2013,"356,368,348,907","637,966",12.9439
18/12/2013,"355,869,299,398","623,389",12.9575
19/12/2013,"338,686,560,345","690,072",12.9937
20/12/2013,"401,263,832,941","982,668",12.973
21/12/2013,N/E,N/E,N/E
22/12/2013,N/E,N/E,N/E
23/12/2013,"371,303,257,562","685,060",12.9574
24/12/2013,"283,123,811,583","377,447",12.961
25/12/2013,N/E,N/E,13.02
26/12/2013,"295,706,819,939","491,733",N/E
27/12/2013,"368,340,320,638","741,097",13.0547
28/12/2013,N/E,N/E,N/E
29/12/2013,N/E,N/E,N/E
30/12/2013,"407,983,245,672","857,186",13.0765
31/12/2013,"370,623,971,106","674,336",13.0652
1/1/2014,"145,170",2,13.0843
2/1/2014,"332,466,665,368","353,581",N/E
3/1/2014,"273,232,325,149","511,138",13.1011
4/1/2014,N/E,N/E,N/E
5/1/2014,N/E,N/E,N/E
6/1/2014,"289,790,834,460","480,518",13.0911
7/1/2014,"262,739,834,616","407,931",13.0905
8/1/2014,"256,651,560,391","406,075",13.0337
9/1/2014,"264,012,201,461","475,690",13.0846
10/1/2014,"293,600,205,430","743,645",13.1403
11/1/2014,N/E,N/E,N/E
12/1/2014,N/E,N/E,N/E
13/01/2014,"316,326,893,587","506,592",13.0065
14/01/2014,"265,473,814,523","550,862",12.9889
15/01/2014,"266,011,183,061","721,969",13.0956
16/01/2014,"289,600,449,908","508,693",13.1689
17/01/2014,"288,388,378,685","674,276",13.2907
18/01/2014,N/E,N/E,N/E
19/01/2014,N/E,N/E,N/E
20/01/2014,"264,805,612,954","493,691",13.2737
21/01/2014,"241,058,288,366","417,185",13.242
22/01/2014,"213,679,607,765","395,954",13.2984
23/01/2014,"237,288,949,049","450,604",13.3194
24/01/2014,"236,596,817,852","678,920",13.3722
25/01/2014,N/E,N/E,N/E
26/01/2014,N/E,N/E,N/E
27/01/2014,"277,182,157,596","473,276",13.493
28/01/2014,"261,380,314,291","446,743",13.4408
29/01/2014,"279,788,910,021","487,944",13.3104
30/01/2014,"288,580,098,938","708,527",13.3671
31/01/2014,"329,351,237,842","1,116,464",13.3207
1/2/2014,N/E,N/E,N/E
2/2/2014,N/E,N/E,N/E
3/2/2014,N/E,N/E,13.3769
4/2/2014,"315,410,400,806","652,010",N/E
5/2/2014,"237,963,622,765","521,199",13.3928
6/2/2014,"232,930,960,409","521,255",13.3705
7/2/2014,"243,776,637,623","758,851",13.2211
8/2/2014,N/E,N/E,N/E
9/2/2014,N/E,N/E,N/E
10/2/2014,"270,958,471,695","580,110",13.3285
11/2/2014,"260,252,005,521","473,411",13.3134
12/2/2014,"244,667,486,989","447,309",13.2916
13/02/2014,"258,418,381,095","566,107",13.3056
14/02/2014,"289,980,384,570","1,075,326",13.332
15/02/2014,N/E,N/E,N/E
16/02/2014,N/E,N/E,N/E
17/02/2014,"242,074,360,042","613,362",13.2477
18/02/2014,"233,681,414,790","481,445",13.1949
19/02/2014,"217,653,049,061","466,127",13.2261
20/02/2014,"247,648,056,831","528,807",13.2714
21/02/2014,"254,155,185,616","729,607",13.2913
22/02/2014,N/E,N/E,N/E
23/02/2014,N/E,N/E,N/E
24/02/2014,"256,157,085,431","490,617",13.2704
25/02/2014,"260,460,718,995","501,414",13.209
26/02/2014,"263,691,547,071","502,378",13.2248
27/02/2014,"297,549,361,046","714,233",13.2992
28/02/2014,"358,996,722,433","1,274,981",13.3066
1/3/2014,N/E,N/E,N/E
2/3/2014,N/E,N/E,N/E
3/3/2014,"274,988,211,943","602,907",13.2379
4/3/2014,"227,032,823,801","509,987",13.3201
5/3/2014,"211,841,511,038","522,631",13.2752
6/3/2014,"239,733,132,871","546,583",13.2519
7/3/2014,"235,796,293,495","782,719",13.1476
8/3/2014,N/E,N/E,N/E
9/3/2014,N/E,N/E,N/E
10/3/2014,"264,747,127,796","582,122",13.1795
11/3/2014,"226,657,008,043","479,344",13.2248
12/3/2014,"236,277,121,283","463,679",13.243
13/03/2014,"257,975,192,856","603,124",13.2659
14/03/2014,"263,544,617,120","1,174,864",13.2456
15/03/2014,N/E,N/E,N/E
16/03/2014,N/E,N/E,N/E
17/03/2014,"11,800",4,13.234
18/03/2014,"309,563,783,415","694,950",N/E
19/03/2014,"263,887,090,286","504,373",13.1675
20/03/2014,"263,588,864,926","554,039",13.1695
21/03/2014,"264,230,253,232","776,414",13.2703
22/03/2014,N/E,N/E,N/E
23/03/2014,N/E,N/E,N/E
24/03/2014,"285,553,800,762","514,601",13.22
25/03/2014,"263,913,300,556","491,890",13.2019
26/03/2014,"239,036,581,599","473,301",13.1349
27/03/2014,"278,331,045,885","575,320",13.1273
28/03/2014,"286,444,260,385","1,013,498",13.0837
29/03/2014,N/E,N/E,N/E
30/03/2014,N/E,N/E,N/E
31/03/2014,"380,261,866,766","1,028,148",13.0841
1/4/2014,"246,269,382,880","530,982",13.0549
2/4/2014,"214,821,257,122","478,655",13.0313
3/4/2014,"259,692,004,847","554,898",13.0991
4/4/2014,"264,542,619,679","814,084",13.1324
5/4/2014,N/E,N/E,N/E
6/4/2014,0,2,N/E
7/4/2014,"261,973,992,966","543,276",13.0345
8/4/2014,"249,912,424,878","480,890",13.0179
9/4/2014,"238,578,761,632","485,503",12.9642
10/4/2014,"303,016,920,974","593,842",13.0604
11/4/2014,"278,776,066,140","873,938",13.0453
12/4/2014,2,2,N/E
13/04/2014,N/E,N/E,N/E
14/04/2014,"268,122,848,452","703,676",13.0788
15/04/2014,"269,710,564,238","772,851",13.0493
16/04/2014,"260,074,936,761","826,404",13.0986
17/04/2014,N/E,N/E,13.0603
18/04/2014,N/E,N/E,N/E
19/04/2014,N/E,N/E,N/E
20/04/2014,N/E,N/E,N/E
21/04/2014,"298,872,119,804","593,261",N/E
22/04/2014,"244,329,568,661","470,778",13.0413
23/04/2014,"217,781,696,469","447,516",13.0448
24/04/2014,"250,018,368,420","520,200",13.0908
25/04/2014,"255,306,232,972","789,259",13.101
26/04/2014,N/E,N/E,N/E
27/04/2014,N/E,N/E,N/E
28/04/2014,"280,408,097,858","591,942",13.1371
29/04/2014,"257,431,395,424","715,923",13.1356
30/04/2014,"320,013,609,063","1,124,937",13.1039
1/5/2014,N/E,N/E,13.0901
2/5/2014,"282,806,910,727","897,981",N/E
3/5/2014,N/E,N/E,N/E
4/5/2014,N/E,N/E,N/E
5/5/2014,"243,859,161,385","574,689",12.9981
6/5/2014,"230,733,861,525","526,825",13.0102
7/5/2014,"226,073,884,110","502,877",13.0129
8/5/2014,"232,561,384,351","552,760",12.9876
9/5/2014,"253,319,105,281","821,141",12.9477
10/5/2014,N/E,N/E,N/E
11/5/2014,N/E,N/E,N/E
12/5/2014,"272,882,886,056","586,242",12.9843
13/05/2014,"276,121,861,272","515,498",12.9534
14/05/2014,"251,374,907,611","660,675",12.9234
15/05/2014,"293,083,109,826","882,270",12.8993
16/05/2014,"269,959,539,603","854,319",12.9755
17/05/2014,N/E,N/E,N/E
18/05/2014,N/E,N/E,N/E
19/05/2014,"293,025,522,692","564,814",12.9193
20/05/2014,"252,993,530,644","496,809",12.8944
21/05/2014,"226,664,905,723","475,040",12.9425
22/05/2014,"248,853,212,443","535,010",12.9132
23/05/2014,"232,698,678,372","801,378",12.8801
24/05/2014,N/E,N/E,N/E
25/05/2014,"3,057,564",369,N/E
26/05/2014,"213,448,198,812","543,081",12.8656
27/05/2014,"260,076,287,181","497,371",12.8616
28/05/2014,"232,197,619,309","541,312",12.8772
29/05/2014,"288,727,683,508","739,924",12.866
30/05/2014,"356,206,600,031","1,331,364",12.8462
31/05/2014,N/E,N/E,N/E
1/6/2014,N/E,N/E,N/E
2/6/2014,"271,205,422,479","652,287",12.8609
3/6/2014,"246,234,362,043","530,255",12.9108
4/6/2014,"222,463,055,840","495,559",12.9447
5/6/2014,"241,932,752,454","580,575",12.9527
6/6/2014,"279,039,775,797","827,982",12.8868
7/6/2014,N/E,N/E,N/E
8/6/2014,N/E,N/E,N/E
9/6/2014,"326,689,777,969","571,316",12.8981
10/6/2014,"257,805,510,121","544,653",12.9912
11/6/2014,"288,808,658,068","514,814",13.0486
12/6/2014,"307,967,977,355","638,305",13.0306
13/06/2014,"272,520,796,304","1,165,050",12.9815
14/06/2014,N/E,N/E,N/E
15/06/2014,N/E,N/E,N/E
16/06/2014,"314,935,860,252","703,793",13.0164
17/06/2014,"289,144,792,202","524,080",13.0323
18/06/2014,"243,779,471,116","482,839",13.1007
19/06/2014,"238,990,402,612","528,424",13.0672
20/06/2014,"267,324,071,804","793,381",12.9885
21/06/2014,N/E,N/E,N/E
22/06/2014,N/E,N/E,N/E
23/06/2014,"308,368,337,184","508,343",13.0124
24/06/2014,"252,587,616,364","479,000",13.0056
25/06/2014,"244,133,177,081","511,339",13.0218
26/06/2014,"271,421,043,892","591,440",13.0174
27/06/2014,"269,339,450,985","1,019,102",13.0323
28/06/2014,N/E,N/E,N/E
29/06/2014,N/E,N/E,N/E
30/06/2014,"395,461,271,308","1,119,435",13.0002
1/7/2014,"265,120,813,386","578,626",12.9712
2/7/2014,"232,166,794,724","512,832",12.9605
3/7/2014,"232,389,606,868","575,876",12.9673
4/7/2014,"195,990,139,411","830,907",12.9829
5/7/2014,N/E,N/E,N/E
6/7/2014,N/E,N/E,N/E
7/7/2014,"264,860,079,790","570,518",12.9768
8/7/2014,"230,987,267,163","492,458",12.9949
9/7/2014,"232,867,760,535","499,986",13.0006
10/7/2014,"272,038,959,393","592,250",12.978
11/7/2014,"278,313,208,100","837,217",13.0015
12/7/2014,N/E,N/E,N/E
13/07/2014,0,3,N/E
14/07/2014,"279,590,443,292","720,513",12.985
15/07/2014,"239,907,765,740","839,901",12.9755
16/07/2014,"216,894,943,485","547,932",12.9611
17/07/2014,"281,896,729,888","562,795",12.939
18/07/2014,"251,134,977,310","791,236",12.9454
19/07/2014,0,2,N/E
20/07/2014,N/E,N/E,N/E
21/07/2014,"250,058,171,337","534,664",12.9588
22/07/2014,"225,385,188,365","481,048",12.9751
23/07/2014,"203,052,881,028","468,249",12.9393
24/07/2014,"224,219,480,177","538,965",12.9286
25/07/2014,"261,944,619,769","842,844",12.9572
26/07/2014,N/E,N/E,N/E
27/07/2014,N/E,N/E,N/E
28/07/2014,"282,869,241,379","585,671",12.9445
29/07/2014,"273,219,947,335","573,887",12.9878
30/07/2014,"252,770,960,469","752,872",13.0578
31/07/2014,"309,462,606,790","1,056,599",13.1357
1/8/2014,"258,742,833,934","820,972",13.2269
2/8/2014,N/E,N/E,N/E
3/8/2014,N/E,N/E,N/E
4/8/2014,"243,790,663,617","567,865",13.1932
5/8/2014,"213,225,641,636","527,876",13.1962
6/8/2014,"205,774,973,950","503,799",13.2716
7/8/2014,"233,719,233,774","556,906",13.258
8/8/2014,"246,817,914,686","847,763",13.2551
9/8/2014,N/E,N/E,N/E
10/8/2014,N/E,N/E,N/E
11/8/2014,"251,575,487,660","556,819",13.236
12/8/2014,"246,470,267,204","515,868",13.1998
13/08/2014,"214,759,385,346","508,389",13.159
14/08/2014,"269,151,824,425","724,484",13.1113
15/08/2014,"256,934,698,336","1,161,282",13.0717
16/08/2014,N/E,N/E,N/E
17/08/2014,N/E,N/E,N/E
18/08/2014,"275,010,563,785","620,891",13.0748
19/08/2014,"242,333,982,067","531,332",13.0505
20/08/2014,"238,421,189,067","524,327",13.0532
21/08/2014,"246,128,232,111","577,431",13.0814
22/08/2014,"251,330,136,736","833,665",13.0963
23/08/2014,N/E,N/E,N/E
24/08/2014,N/E,N/E,N/E
25/08/2014,"267,267,943,699","620,031",13.1328
26/08/2014,"241,044,295,578","550,945",13.1383
27/08/2014,"226,322,883,446","554,391",13.1059
28/08/2014,"284,785,057,502","754,424",13.0811
29/08/2014,"356,615,031,629","1,444,145",13.1109
30/08/2014,N/E,N/E,N/E
31/08/2014,N/E,N/E,N/E
1/9/2014,"242,421,569,015","709,048",13.0763
2/9/2014,"232,881,347,162","563,175",13.0833
3/9/2014,"218,137,774,232","541,070",13.1299
4/9/2014,"224,131,125,756","594,645",13.0892
5/9/2014,"251,927,725,773","915,361",13.0959
6/9/2014,N/E,N/E,N/E
7/9/2014,N/E,N/E,N/E
8/9/2014,"252,979,048,067","612,031",13.0788
9/9/2014,"228,092,467,002","554,247",13.0813
10/9/2014,"253,511,898,859","592,702",13.2162
11/9/2014,"315,754,504,345","630,798",13.2144
12/9/2014,"292,029,392,200","1,137,887",13.2144
13/09/2014,N/E,N/E,N/E
14/09/2014,N/E,N/E,N/E
15/09/2014,"257,006,649,772","835,250",13.2644
16/09/2014,N/E,N/E,13.2223
17/09/2014,"298,943,336,633","634,516",N/E
18/09/2014,"251,549,036,911","613,546",13.1762
19/09/2014,"248,184,519,287","892,567",13.2402
20/09/2014,N/E,N/E,N/E
21/09/2014,N/E,N/E,N/E
22/09/2014,"255,272,030,577","603,697",13.2369
23/09/2014,"253,841,772,091","534,510",13.2566
24/09/2014,"239,087,146,539","530,591",13.2768
25/09/2014,"265,151,375,852","613,557",13.3015
26/09/2014,"289,161,663,130","917,957",13.3848
27/09/2014,N/E,N/E,N/E
28/09/2014,N/E,N/E,N/E
29/09/2014,"320,880,278,560","868,612",13.4541
30/09/2014,"381,076,669,952","1,189,132",13.4891
1/10/2014,"260,535,894,052","607,470",13.433
2/10/2014,"243,011,161,693","616,089",13.4455
3/10/2014,"246,807,020,773","923,616",13.4026
4/10/2014,N/E,N/E,N/E
5/10/2014,N/E,N/E,N/E
6/10/2014,"255,978,161,220","646,580",13.4835
7/10/2014,"221,371,992,470","571,783",13.4089
8/10/2014,"223,585,247,808","540,562",13.4332
9/10/2014,"238,642,284,018","622,792",13.4786
10/10/2014,"259,799,367,992","954,977",13.3789
11/10/2014,N/E,N/E,N/E
12/10/2014,N/E,N/E,N/E
13/10/2014,"244,616,355,920","641,603",13.4331
14/10/2014,"264,584,756,699","737,448",13.4203
15/10/2014,"247,676,757,805","930,885",13.4094
16/10/2014,"251,572,554,774","673,316",13.5423
17/10/2014,"270,404,615,558","904,126",13.5616
18/10/2014,N/E,N/E,N/E
19/10/2014,N/E,N/E,N/E
20/10/2014,"312,726,008,587","611,756",13.5231
21/10/2014,"234,167,561,513","546,372",13.5357
22/10/2014,"219,152,996,688","526,382",13.4989
23/10/2014,"229,703,948,294","590,918",13.5559
24/10/2014,"249,936,556,055","902,884",13.5288
25/10/2014,N/E,N/E,N/E
26/10/2014,N/E,N/E,N/E
27/10/2014,"296,104,159,538","618,151",13.5263
28/10/2014,"255,912,167,576","587,605",13.5701
29/10/2014,"266,769,284,510","644,493",13.4843
30/10/2014,"298,871,192,964","932,128",13.4239
31/10/2014,"365,923,459,252","1,291,739",13.4316
1/11/2014,N/E,N/E,N/E
2/11/2014,N/E,N/E,N/E
3/11/2014,"336,910,315,510","762,445",13.4773
4/11/2014,"233,524,257,721","598,202",13.5503
5/11/2014,"225,681,154,994","605,445",13.5925
6/11/2014,"231,118,209,661","636,378",13.607
7/11/2014,"271,237,073,980","948,843",13.6173
8/11/2014,N/E,N/E,N/E
9/11/2014,N/E,N/E,N/E
10/11/2014,"276,297,666,945","688,846",13.5573
11/11/2014,"204,339,025,536","575,276",13.5528
12/11/2014,"252,789,985,951","585,546",13.5874
13/11/2014,"289,456,628,655","765,528",13.5613
14/11/2014,"291,902,707,729","1,389,720",13.5995
15/11/2014,N/E,N/E,N/E
16/11/2014,N/E,N/E,N/E
17/11/2014,"7,753,169",1,13.5348
18/11/2014,"350,535,020,861","825,826",N/E
19/11/2014,"296,679,901,664","650,829",13.5445
20/11/2014,"257,462,874,664","660,458",13.6146
21/11/2014,"299,207,769,524","946,478",13.6115
22/11/2014,N/E,N/E,N/E
23/11/2014,N/E,N/E,N/E
24/11/2014,"271,892,225,783","645,385",13.6152
