Date,montoSpei,numSpei,tc
25/07/2018,"317,543,782,470","1,407,033",18.8506
26/07/2018,"354,064,437,196","1,412,068",18.7709
27/07/2018,"378,581,081,144","2,161,608",18.6234
28/07/2018,"1,356,151,607","291,039",N/E
29/07/2018,"343,790,241","131,363",N/E
30/07/2018,"449,049,484,820","2,038,729",18.5515
31/07/2018,"474,253,343,393","2,679,724",18.5413
1/8/2018,"360,154,336,978","1,550,521",18.6457
2/8/2018,"344,834,893,079","1,501,529",18.5899
3/8/2018,"343,256,200,526","2,097,106",18.6349
4/8/2018,"1,361,741,500","302,804",N/E
5/8/2018,"375,142,495","141,941",N/E
6/8/2018,"364,279,591,919","1,402,765",18.5725
7/8/2018,"328,014,149,938","1,410,946",18.5433
8/8/2018,"308,747,447,915","1,367,481",18.4631
9/8/2018,"321,561,256,471","1,423,882",18.4542
10/8/2018,"370,732,740,998","2,160,393",18.6511
11/8/2018,"1,292,577,189","289,840",N/E
12/8/2018,"295,128,330","127,924",N/E
13/08/2018,"382,294,799,425","1,465,362",18.9273
14/08/2018,"344,267,587,100","1,954,672",19.1801
15/08/2018,"329,991,080,023","2,341,729",18.9973
16/08/2018,"428,728,157,017","1,683,426",19.2339
17/08/2018,"340,161,642,033","2,130,207",19.01
18/08/2018,"1,302,353,658","324,351",N/E
19/08/2018,"337,099,345","151,054",N/E
20/08/2018,"433,084,305,095","1,439,533",19.0615
21/08/2018,"336,853,906,306","1,390,816",19.0305
22/08/2018,"353,676,809,768","1,349,832",18.8784
23/08/2018,"347,637,725,132","1,387,200",18.8176
24/08/2018,"350,752,999,427","2,083,946",18.8672
25/08/2018,"1,303,296,413","291,105",N/E
26/08/2018,"310,291,489","133,331",N/E
27/08/2018,"400,443,572,458","1,399,617",18.8339
28/08/2018,"339,773,047,579","1,508,591",18.6697
29/08/2018,"351,947,457,176","1,508,170",18.9354
30/08/2018,"399,410,596,124","2,338,656",19.0659
31/08/2018,"551,342,933,309","3,330,626",19.1258
1/9/2018,"1,727,964,360","420,165",N/E
2/9/2018,"491,824,743","198,864",N/E
3/9/2018,"370,780,368,227","1,707,368",19.1792
4/9/2018,"358,079,979,541","1,547,864",19.2137
5/9/2018,"325,356,288,092","1,549,393",19.3609
6/9/2018,"364,262,748,617","1,489,212",19.4433
7/9/2018,"373,251,175,733","2,169,298",19.3546
8/9/2018,"1,302,666,523","313,053",N/E
9/9/2018,"345,683,459","148,271",N/E
10/9/2018,"363,786,974,832","1,546,091",19.2394
11/9/2018,"376,284,284,700","1,385,126",19.2989
12/9/2018,"338,452,832,165","1,288,724",19.268
13/09/2018,"384,216,875,738","1,832,345",19.0511
14/09/2018,"378,100,071,496","3,280,447",18.8775
15/09/2018,"1,777,238,641","463,890",N/E
16/09/2018,"443,321,708","191,921",N/E
17/09/2018,"431,057,876,069","1,744,673",18.8689
18/09/2018,"351,155,422,365","1,459,059",18.8399
19/09/2018,"329,461,515,779","1,386,781",18.7694
20/09/2018,"327,299,968,164","1,463,966",18.7672
21/09/2018,"331,938,996,606","2,095,055",18.8296
22/09/2018,"1,372,672,456","314,816",N/E
23/09/2018,"327,595,567","149,202",N/E
24/09/2018,"347,519,875,330","1,430,596",18.8539
25/09/2018,"354,908,618,046","1,484,780",18.8516
26/09/2018,"360,527,655,821","1,376,202",18.987
27/09/2018,"448,184,746,472","1,983,244",18.8986
28/09/2018,"498,904,038,546","3,502,757",18.812
29/09/2018,"3,469,744,425","508,313",N/E
30/09/2018,"720,614,918","238,077",N/E
1/10/2018,"394,659,939,751","1,920,755",18.7231
2/10/2018,"308,976,824,847","1,590,356",18.6531
3/10/2018,"306,505,762,889","1,560,528",18.7503
4/10/2018,"340,952,945,473","1,563,806",18.8014
5/10/2018,"344,174,836,924","2,284,972",19.1328
6/10/2018,"1,398,663,238","339,372",N/E
7/10/2018,"304,473,178","136,111",N/E
8/10/2018,"305,431,716,569","1,545,287",18.9444
9/10/2018,"313,943,673,602","1,451,939",18.9234
10/10/2018,"314,327,576,921","1,457,036",19
11/10/2018,"388,760,495,744","1,608,312",19.1183
12/10/2018,"348,401,528,868","2,592,981",19.0217
13/10/2018,"1,610,042,446","396,021",N/E
14/10/2018,"462,615,426","186,910",N/E
15/10/2018,"406,703,091,413","2,679,983",18.9202
16/10/2018,"340,681,862,652","1,779,400",18.8096
17/10/2018,"332,671,209,228","1,551,107",18.7693
18/10/2018,"348,639,257,496","1,533,158",18.8012
19/10/2018,"327,676,537,913","2,035,371",19.1018
20/10/2018,"1,956,562,501","356,950",N/E
21/10/2018,"363,162,621","158,453",N/E
22/10/2018,"370,297,229,239","1,528,782",19.2183
23/10/2018,"332,659,609,513","1,403,614",19.3669
24/10/2018,"313,071,350,617","1,278,678",19.4169
25/10/2018,"348,727,335,362","1,609,043",19.4623
26/10/2018,"373,267,205,681","2,230,269",19.4383
27/10/2018,"1,641,696,911","364,245",N/E
28/10/2018,"423,003,876","170,828",N/E
29/10/2018,"411,830,380,331","1,851,271",19.479
30/10/2018,"425,378,953,505","2,452,536",19.8022
31/10/2018,"513,616,975,108","3,036,192",20.0258
1/11/2018,"427,464,666,526","2,332,145",20.3177
2/11/2018,"3,340,449,403","551,431",N/E
3/11/2018,"1,260,430,585","353,704",N/E
4/11/2018,"475,815,744","199,064",N/E
5/11/2018,"442,576,493,465","1,990,536",20.1329
6/11/2018,"324,754,037,054","1,666,177",19.9636
7/11/2018,"316,220,956,618","1,439,934",19.8609
8/11/2018,"330,542,063,819","1,625,205",19.8245
9/11/2018,"367,647,468,751","2,396,629",20.0438
10/11/2018,"1,652,020,366","391,822",N/E
11/11/2018,"472,330,765","184,175",N/E
12/11/2018,"350,225,924,872","1,580,515",20.3614
13/11/2018,"362,621,912,661","1,630,012",20.3179
14/11/2018,"361,350,057,117","2,154,366",20.5158
15/11/2018,"416,856,654,394","2,857,223",20.3979
16/11/2018,"397,007,772,112","2,728,728",20.3371
17/11/2018,"1,998,093,754","478,918",N/E
18/11/2018,"602,807,941","219,165",N/E
19/11/2018,"1,394,330,970","330,039",N/E
20/11/2018,"513,890,420,613","1,969,858",20.155
21/11/2018,"373,716,072,175","1,548,085",20.4123
22/11/2018,"344,382,200,256","1,647,832",20.2023
23/11/2018,"403,643,015,283","2,332,397",20.2984
24/11/2018,"1,721,702,555","390,546",N/E
25/11/2018,"475,768,273","186,780",N/E
26/11/2018,"435,482,335,486","1,744,638",20.3935
27/11/2018,"398,352,729,870","1,495,778",20.5304
28/11/2018,"401,489,040,199","1,817,539",20.4977
29/11/2018,"510,052,813,634","2,537,264",20.4108
30/11/2018,"623,641,417,302","3,964,906",20.2217
1/12/2018,"1,974,021,559","488,860",N/E
2/12/2018,"773,278,465","283,821",N/E
3/12/2018,"456,447,824,846","2,345,002",20.3455
4/12/2018,"373,132,479,198","1,693,134",20.2346
5/12/2018,"346,459,928,639","1,791,575",20.5123
6/12/2018,"378,209,410,019","1,900,493",20.5672
7/12/2018,"425,370,384,606","2,704,847",20.4705
8/12/2018,"2,133,110,433","448,761",N/E
9/12/2018,"613,850,593","228,612",N/E
10/12/2018,"431,526,923,592","2,142,144",20.2609
11/12/2018,"434,115,980,047","2,070,930",20.3621
12/12/2018,"6,030,536,215","662,660",N/E
13/12/2018,"576,653,155,391","2,698,640",20.2889
14/12/2018,"463,820,417,093","3,488,080",20.2566
15/12/2018,"65,371,142,262","1,086,379",N/E
16/12/2018,"1,012,943,998","314,336",N/E
17/12/2018,"550,474,019,360","2,537,669",20.3337
18/12/2018,"406,544,024,741","2,018,975",20.1126
19/12/2018,"448,839,990,166","2,069,293",20.1277
20/12/2018,"474,568,630,305","2,375,678",20.0293
21/12/2018,"523,129,082,202","2,814,498",19.9082
22/12/2018,"3,081,219,062","506,398",N/E
23/12/2018,"984,819,005","253,635",N/E
24/12/2018,"360,587,906,158","1,364,626",19.9275
25/12/2018,"592,747,394","140,619",N/E
26/12/2018,"427,907,425,880","1,616,317",19.8473
27/12/2018,"460,008,676,759","1,895,700",19.8823
28/12/2018,"493,196,633,063","3,057,966",19.6829
29/12/2018,"4,215,377,303","526,634",N/E
30/12/2018,"899,192,602","259,427",N/E
31/12/2018,"589,023,011,197","2,146,721",19.6566
1/1/2019,"658,182,885","188,307",N/E
2/1/2019,"442,335,758,543","1,456,256",19.6512
3/1/2019,"367,162,969,377","1,513,834",19.5878
4/1/2019,"347,250,514,134","2,166,487",19.6073
5/1/2019,"1,875,095,013","465,783",N/E
6/1/2019,"558,144,772","216,741",N/E
7/1/2019,"385,921,265,989","1,734,145",19.4902
8/1/2019,"343,616,654,865","1,366,292",19.3208
9/1/2019,"345,533,910,793","1,462,868",19.3479
10/1/2019,"375,159,253,356","1,663,029",19.2456
11/1/2019,"373,899,123,257","2,248,064",19.1714
12/1/2019,"1,837,950,538","433,418",N/E
13/01/2019,"542,054,649","219,665",N/E
14/01/2019,"451,604,188,755","2,307,628",19.1236
15/01/2019,"378,678,864,978","2,725,361",19.0064
16/01/2019,"338,708,062,378","1,674,383",19.0457
17/01/2019,"436,774,575,131","1,673,615",18.9908
18/01/2019,"337,422,427,351","2,261,839",19.063
19/01/2019,"1,787,738,395","437,179",N/E
20/01/2019,"535,931,533","222,404",N/E
21/01/2019,"318,610,094,334","1,653,911",19.0844
22/01/2019,"327,663,372,870","1,360,068",19.1902
23/01/2019,"284,877,822,360","1,423,956",19.1297
24/01/2019,"365,689,854,246","1,503,156",19.0771
25/01/2019,"396,087,935,355","2,261,110",18.9859
26/01/2019,"1,749,748,614","426,930",N/E
27/01/2019,"504,602,305","213,497",N/E
28/01/2019,"300,695,782,548","1,395,178",18.928
29/01/2019,"351,608,621,730","1,697,391",19.0381
30/01/2019,"393,939,580,842","2,534,354",18.9972
31/01/2019,"516,941,185,363","3,138,352",19.1623
1/2/2019,"375,504,464,118","2,581,029",19.0388
2/2/2019,"2,119,146,059","544,983",N/E
3/2/2019,"600,338,388","253,540",N/E
4/2/2019,"1,464,697,785","398,282",N/E
5/2/2019,"420,543,029,136","2,166,667",19.1098
6/2/2019,"298,272,720,185","1,744,993",19.0824
7/2/2019,"339,875,709,922","1,712,113",19.1058
8/2/2019,"354,974,358,824","2,467,194",19.08
9/2/2019,"1,834,958,954","465,725",N/E
10/2/2019,"569,960,624","246,099",N/E
11/2/2019,"356,619,180,377","1,780,236",19.0893
12/2/2019,"308,733,774,765","1,446,340",19.2524
13/02/2019,"332,051,057,612","1,575,805",19.2592
14/02/2019,"363,556,885,377","2,358,225",19.4084
15/02/2019,"406,358,319,597","3,616,566",19.3569
16/02/2019,"2,263,676,726","620,978",N/E
17/02/2019,"693,182,988","302,807",N/E
18/02/2019,"360,472,434,433","1,992,839",19.3625
19/02/2019,"314,991,075,964","1,497,559",19.2578
20/02/2019,"319,382,522,007","1,612,806",19.1778
21/02/2019,"364,948,487,852","1,634,173",19.1835
22/02/2019,"340,741,364,100","2,360,962",19.2652
23/02/2019,"1,798,146,559","451,600",N/E
24/02/2019,"529,074,545","230,098",N/E
25/02/2019,"381,616,061,549","1,874,942",19.1394
26/02/2019,"421,281,097,353","1,660,574",19.1185
27/02/2019,"371,834,359,125","2,298,075",19.163
28/02/2019,"531,911,381,956","3,572,667",19.2201
1/3/2019,"385,107,177,215","2,805,100",19.2607
2/3/2019,"2,081,361,162","583,197",N/E
3/3/2019,"750,239,140","318,389",N/E
4/3/2019,"348,590,847,391","2,072,935",19.2978
5/3/2019,"308,580,634,604","1,723,120",19.3039
6/3/2019,"283,636,439,199","1,668,457",19.2597
7/3/2019,"348,171,508,500","1,754,344",19.3708
8/3/2019,"355,780,334,510","2,515,831",19.5225
9/3/2019,"1,921,486,485","501,125",N/E
10/3/2019,"595,376,167","262,758",N/E
11/3/2019,"367,652,094,701","1,890,803",19.4902
12/3/2019,"295,789,322,884","1,538,628",19.4243
13/03/2019,"331,948,525,431","1,631,792",19.3049
14/03/2019,"375,396,957,483","2,537,568",19.332
15/03/2019,"413,363,815,625","3,851,409",19.3233
16/03/2019,"2,310,931,346","657,648",N/E
17/03/2019,"597,230,755","297,044",N/E
18/03/2019,"1,455,003,712","420,788",N/E
19/03/2019,"494,233,379,523","2,104,979",19.2176
20/03/2019,"423,732,762,540","1,910,680",19.0004
21/03/2019,"389,140,478,281","1,774,203",18.9098
22/03/2019,"379,226,327,108","2,481,228",18.8694
23/03/2019,"1,802,964,838","505,181",N/E
24/03/2019,"499,413,507","257,349",N/E
25/03/2019,"391,444,264,158","1,961,947",19.1369
26/03/2019,"382,188,696,617","1,544,132",19.0151
27/03/2019,"371,436,038,606","1,627,637",19.0989
28/03/2019,"472,424,530,435","2,432,039",19.3201
29/03/2019,"542,263,003,071","4,198,391",19.3793
30/03/2019,"4,053,514,814","792,601",N/E
31/03/2019,"950,667,153","394,856",N/E
1/4/2019,"446,165,029,544","2,516,053",19.3779
2/4/2019,"309,324,055,679","1,741,763",19.2169
3/4/2019,"314,048,073,174","1,821,051",19.2279
4/4/2019,"360,190,042,290","1,896,186",19.1805
5/4/2019,"345,980,911,975","2,681,675",19.1728
6/4/2019,"1,880,221,953","547,484",N/E
7/4/2019,"549,649,792","269,474",N/E
8/4/2019,"347,387,674,232","1,955,740",19.0805
9/4/2019,"296,008,179,191","1,625,631",18.9701
10/4/2019,"304,714,211,600","1,751,718",18.9229
11/4/2019,"376,084,647,588","1,983,998",18.836
12/4/2019,"422,058,247,965","3,417,272",18.8432
13/04/2019,"2,351,130,376","661,386",N/E
14/04/2019,"684,565,967","332,103",N/E
15/04/2019,"417,293,181,503","3,311,494",18.7719
16/04/2019,"361,827,886,244","2,084,299",18.8489
17/04/2019,"398,114,363,865","2,797,779",18.9516
18/04/2019,"2,135,409,546","559,541",N/E
19/04/2019,"902,297,861","342,302",N/E
20/04/2019,"759,839,708","320,974",N/E
21/04/2019,"423,036,386","238,915",N/E
22/04/2019,"433,085,381,095","2,003,885",18.848
23/04/2019,"337,338,758,871","1,578,461",18.8359
24/04/2019,"311,330,431,709","1,560,063",18.9578
25/04/2019,"387,062,277,151","1,871,988",19.0046
26/04/2019,"384,748,562,743","2,688,963",19.0942
27/04/2019,"2,197,799,924","571,233",N/E
28/04/2019,"616,306,238","306,428",N/E
29/04/2019,"443,558,586,524","2,919,712",18.9414
30/04/2019,"513,941,838,040","3,857,364",19.012
1/5/2019,"2,313,319,191","656,485",N/E
2/5/2019,"408,940,367,561","2,385,097",19.0099
3/5/2019,"356,175,636,162","2,831,393",19.1014
4/5/2019,"2,017,635,684","633,081",N/E
5/5/2019,"701,562,562","345,519",N/E
6/5/2019,"369,923,690,024","2,194,304",19.0012
7/5/2019,"343,390,158,206","1,734,548",18.9781
8/5/2019,"314,997,302,211","1,725,361",19.0499
9/5/2019,"345,148,078,150","2,142,875",19.0837
10/5/2019,"333,395,349,709","2,471,204",19.2623
11/5/2019,"1,903,997,143","578,308",N/E
12/5/2019,"584,157,849","303,582",N/E
13/05/2019,"383,329,533,079","2,151,301",19.1374
14/05/2019,"336,319,902,406","2,456,765",19.1928
15/05/2019,"343,275,660,724","3,313,709",19.1427
16/05/2019,"355,873,174,521","2,236,772",19.1236
17/05/2019,"361,322,261,360","2,735,517",19.071
18/05/2019,"2,065,782,782","629,308",N/E
19/05/2019,"617,169,632","332,918",N/E
20/05/2019,"412,439,960,674","2,082,788",19.1454
21/05/2019,"307,521,416,481","1,635,616",19.0908
22/05/2019,"299,530,994,459","1,611,445",19.0309
23/05/2019,"340,121,147,963","1,835,946",18.9755
24/05/2019,"355,171,467,633","2,670,468",19.0122
25/05/2019,"2,216,728,736","590,881",N/E
26/05/2019,"661,210,232","313,204",N/E
27/05/2019,"320,526,998,528","2,003,940",19.0658
28/05/2019,"357,906,408,096","1,832,876",19.0521
29/05/2019,"335,038,654,112","2,191,599",19.1652
30/05/2019,"413,613,201,182","3,026,262",19.2395
31/05/2019,"504,668,603,431","4,083,757",19.0683
1/6/2019,"2,876,832,589","838,864",N/E
2/6/2019,"981,664,265","434,551",N/E
3/6/2019,"424,079,671,481","2,487,831",19.6426
4/6/2019,"331,154,430,573","1,871,921",19.7609
5/6/2019,"347,641,457,047","1,843,240",19.6007
6/6/2019,"365,379,998,499","1,906,769",19.5418
7/6/2019,"362,588,895,254","2,987,856",19.7084
8/6/2019,"2,244,101,950","626,339",N/E
9/6/2019,"690,389,357","335,491",N/E
10/6/2019,"381,196,570,076","2,240,226",19.6528
11/6/2019,"352,125,028,704","1,661,578",19.204
12/6/2019,"346,184,921,061","1,814,233",19.1222
13/06/2019,"402,738,280,174","2,345,940",19.1383
14/06/2019,"426,119,036,945","4,069,014",19.1645
15/06/2019,"3,557,412,288","979,004",N/E
16/06/2019,"911,952,563","443,948",N/E
17/06/2019,"462,951,981,903","2,585,285",19.1487
18/06/2019,"350,628,047,648","1,809,004",19.1924
19/06/2019,"366,071,899,409","1,694,345",19.1011
20/06/2019,"391,497,072,044","1,993,253",19.1753
21/06/2019,"366,070,478,050","2,647,004",18.9804
22/06/2019,"2,292,835,018","629,012",N/E
23/06/2019,"652,301,454","328,506",N/E
24/06/2019,"392,226,291,706","2,018,756",19.0661
25/06/2019,"363,538,224,916","1,798,146",19.1833
26/06/2019,"375,657,038,564","1,948,345",19.2271
27/06/2019,"428,947,249,034","2,556,982",19.1442
28/06/2019,"530,594,392,920","4,258,103",19.1685
29/06/2019,"13,652,558,219","975,258",N/E
30/06/2019,"3,418,672,361","510,814",N/E
1/7/2019,"445,903,085,531","2,763,153",19.2087
2/7/2019,"336,067,786,486","1,961,244",19.076
3/7/2019,"341,156,071,473","1,827,936",19.0694
4/7/2019,"307,168,490,812","2,041,473",19.0502
5/7/2019,"406,466,214,280","2,935,813",18.9947
6/7/2019,"2,445,636,409","656,349",N/E
7/7/2019,"749,523,164","341,217",N/E
8/7/2019,"390,966,341,052","2,137,096",19.0446
9/7/2019,"303,833,622,153","1,700,840",18.9116
10/7/2019,"329,015,502,043","1,970,227",19.0043
11/7/2019,"385,544,253,401","2,073,418",19.2425
12/7/2019,"417,794,033,062","3,478,660",19.1227
13/07/2019,"2,991,212,336","782,957",N/E
14/07/2019,"972,447,056","413,197",N/E
15/07/2019,"427,282,605,907","3,699,783",19.0307
16/07/2019,"327,141,720,760","2,156,937",18.9803
17/07/2019,"382,929,551,712","1,864,543",19.0781
18/07/2019,"360,626,726,081","2,034,474",19.0233
19/07/2019,"333,287,767,503","2,720,790",19.0108
20/07/2019,"2,469,552,934","671,310",N/E
21/07/2019,"679,378,684","337,260",N/E
22/07/2019,"381,038,471,638","2,046,714",19.0123
23/07/2019,"319,124,266,634","1,656,685",19.0659
24/07/2019,"329,202,163,351","1,764,815",19.1315
25/07/2019,"346,788,923,380","1,927,023",19.0894
26/07/2019,"347,307,704,751","2,824,230",19.0623
27/07/2019,"2,571,077,883","654,960",N/E
28/07/2019,"745,660,156","346,729",N/E
29/07/2019,"413,723,168,788","2,355,653",19.0699
30/07/2019,"384,453,336,589","2,819,622",19.09
31/07/2019,"456,918,700,909","3,380,073",19.0747
1/8/2019,"361,796,611,640","2,496,603",18.9929
2/8/2019,"329,679,938,948","2,831,020",19.1627
3/8/2019,"2,712,129,034","755,607",N/E
4/8/2019,"835,283,233","399,684",N/E
5/8/2019,"368,943,960,683","2,356,798",19.3116
6/8/2019,"344,697,242,066","1,798,581",19.5731
7/8/2019,"320,755,405,404","1,897,824",19.6291
8/8/2019,"355,976,927,871","1,984,759",19.6953
9/8/2019,"357,664,003,535","2,871,255",19.5118
10/8/2019,"2,632,671,204","742,635",N/E
11/8/2019,"752,860,233","370,527",N/E
12/8/2019,"370,208,336,644","2,179,382",19.4283
13/08/2019,"331,077,369,909","1,922,344",19.5803
14/08/2019,"357,030,817,449","2,558,196",19.463
15/08/2019,"388,697,558,509","3,643,905",19.5763
16/08/2019,"394,543,678,026","3,188,548",19.6365
17/08/2019,"2,789,685,644","821,781",N/E
18/08/2019,"886,717,482","439,935",N/E
19/08/2019,"412,522,445,354","2,284,635",19.5669
20/08/2019,"339,455,564,024","1,856,037",19.8153
21/08/2019,"327,615,987,538","1,926,398",19.7522
22/08/2019,"366,539,492,537","2,004,427",19.6798
23/08/2019,"399,484,099,631","2,804,352",19.7467
24/08/2019,"2,653,773,842","726,268",N/E
25/08/2019,"811,996,557","407,622",N/E
26/08/2019,"398,133,356,014","2,217,684",19.8402
27/08/2019,"341,735,687,254","1,802,343",19.9086
28/08/2019,"369,156,488,248","1,969,058",19.9934
29/08/2019,"460,744,158,610","2,929,009",20.0314
30/08/2019,"506,064,614,827","4,147,013",20.0988
31/08/2019,"6,861,847,302","1,242,629",N/E
1/9/2019,"1,474,772,166","645,592",N/E
2/9/2019,"379,261,867,437","2,850,878",20.0696
3/9/2019,"372,698,004,896","2,128,624",20.1253
4/9/2019,"346,887,487,154","2,106,808",20.0039
5/9/2019,"336,865,100,275","2,221,090",19.7806
6/9/2019,"347,060,250,793","2,975,025",19.6834
7/9/2019,"2,689,636,275","762,850",N/E
8/9/2019,"870,015,992","430,612",N/E
9/9/2019,"364,900,836,768","2,307,164",19.5623
10/9/2019,"336,393,791,088","2,030,286",19.5398
11/9/2019,"334,506,595,659","1,835,664",19.5354
12/9/2019,"400,716,303,892","2,587,617",19.5478
13/09/2019,"410,177,615,960","4,587,734",19.4265
14/09/2019,"3,978,532,198","1,089,871",N/E
15/09/2019,"1,131,914,803","542,654",N/E
16/09/2019,"1,733,950,866","600,995",N/E
17/09/2019,"491,229,782,186","2,734,152",19.3665
18/09/2019,"377,574,029,741","2,243,649",19.4262
19/09/2019,"345,389,874,560","2,169,909",19.3528
20/09/2019,"400,910,847,642","3,017,932",19.3981
21/09/2019,"2,863,309,101","804,214",N/E
22/09/2019,"833,647,375","449,677",N/E
23/09/2019,"407,615,310,097","2,252,429",19.4478
24/09/2019,"382,644,148,351","1,827,587",19.4459
25/09/2019,"373,687,849,191","1,939,786",19.4587
26/09/2019,"414,357,261,442","2,305,099",19.5775
27/09/2019,"482,446,728,679","3,931,045",19.6363
28/09/2019,"3,956,947,266","958,453",N/E
29/09/2019,"1,198,920,767","530,965",N/E
30/09/2019,"591,819,872,132","4,185,045",19.6808
1/10/2019,"399,300,877,736","2,764,175",19.7345
2/10/2019,"347,345,747,950","2,394,870",19.7792
3/10/2019,"355,588,329,503","2,345,138",19.7985
4/10/2019,"375,419,478,809","3,163,983",19.7368
5/10/2019,"3,023,572,523","884,332",N/E
6/10/2019,"919,151,358","455,066",N/E
7/10/2019,"386,172,005,337","2,423,079",19.5255
8/10/2019,"320,907,997,801","1,918,356",19.5522
9/10/2019,"320,985,979,167","1,906,904",19.584
10/10/2019,"385,168,005,726","2,312,178",19.5689
11/10/2019,"397,588,748,875","3,167,288",19.4764
12/10/2019,"3,034,973,947","884,838",N/E
13/10/2019,"972,067,233","498,883",N/E
14/10/2019,"312,316,259,731","3,182,320",19.3217
15/10/2019,"397,247,596,619","3,856,728",19.2652
16/10/2019,"348,903,833,539","2,533,833",19.252
17/10/2019,"400,746,336,663","2,308,894",19.2135
18/10/2019,"383,230,376,744","3,081,161",19.1602
19/10/2019,"2,964,290,713","893,584",N/E
20/10/2019,"968,300,471","509,310",N/E
21/10/2019,"399,801,438,681","2,383,568",19.1492
22/10/2019,"310,478,325,702","1,865,324",19.1422
23/10/2019,"317,438,329,365","1,874,466",19.105
24/10/2019,"352,781,604,649","2,167,998",19.1258
25/10/2019,"378,225,617,243","3,096,300",19.0878
26/10/2019,"3,038,682,779","866,043",N/E
27/10/2019,"966,418,275","491,737",N/E
28/10/2019,"384,931,004,391","2,508,469",19.082
29/10/2019,"367,933,216,674","2,383,704",19.0543
30/10/2019,"414,735,485,597","3,483,971",19.1167
31/10/2019,"536,527,843,702","4,157,323",19.1643
1/11/2019,"387,304,180,613","3,295,623",19.1948
2/11/2019,"2,764,382,707","964,097",N/E
3/11/2019,"1,249,554,134","646,727",N/E
4/11/2019,"365,680,550,500","2,796,725",19.1058
5/11/2019,"323,215,846,220","2,335,857",19.1525
6/11/2019,"319,855,067,578","2,088,196",19.2125
7/11/2019,"387,888,182,173","2,400,240",19.1953
8/11/2019,"369,354,998,037","3,344,327",19.1327
9/11/2019,"3,355,383,116","983,898",N/E
10/11/2019,"1,129,986,494","670,258",N/E
11/11/2019,"322,586,212,312","2,456,898",19.1068
12/11/2019,"326,005,583,049","2,077,018",19.109
13/11/2019,"371,382,745,625","2,484,989",19.2178
14/11/2019,"438,240,703,549","3,536,719",19.4543
15/11/2019,"451,762,993,615","5,152,530",19.4228
16/11/2019,"4,638,281,370","1,395,417",N/E
17/11/2019,"1,477,999,022","702,106",N/E
18/11/2019,"2,836,488,465","914,775",N/E
19/11/2019,"539,994,389,812","2,937,625",19.2063
20/11/2019,"405,923,270,434","2,338,007",19.3687
21/11/2019,"421,907,816,962","2,444,793",19.48
22/11/2019,"412,298,222,053","3,304,896",19.4138
23/11/2019,"3,478,807,102","979,325",N/E
24/11/2019,"1,124,401,667","557,350",N/E
25/11/2019,"391,349,832,172","2,562,173",19.3987
26/11/2019,"355,604,159,265","2,214,995",19.4468
27/11/2019,"417,924,850,704","2,452,948",19.5185
28/11/2019,"409,633,848,638","3,257,326",19.5607
29/11/2019,"590,449,795,543","5,446,081",19.6113
30/11/2019,"7,181,202,780","1,579,330",N/E
1/12/2019,"1,968,683,732","856,159",N/E
2/12/2019,"494,702,393,643","3,327,982",19.5352
3/12/2019,"365,474,338,809","2,577,165",19.5717
4/12/2019,"367,341,532,567","2,479,498",19.5678
5/12/2019,"472,226,087,866","2,886,821",19.4707
6/12/2019,"443,605,870,299","4,089,339",19.3688
7/12/2019,"4,157,463,865","1,105,156",N/E
8/12/2019,"1,421,400,006","634,496",N/E
9/12/2019,"414,512,274,567","2,939,259",19.3247
10/12/2019,"405,844,242,897","2,884,954",19.2302
11/12/2019,"466,796,969,128","3,409,807",19.2362
12/12/2019,"12,226,647,635","1,495,215",N/E
13/12/2019,"588,845,921,715","5,994,618",19.1785
14/12/2019,"6,124,576,269","1,519,839",N/E
15/12/2019,"2,375,932,207","945,509",N/E
16/12/2019,"526,877,905,800","3,750,746",19.0455
17/12/2019,"443,266,578,650","3,050,276",18.9702
18/12/2019,"485,360,246,091","2,896,309",18.9165
19/12/2019,"473,348,382,345","3,289,446",18.9542
20/12/2019,"579,143,754,877","4,265,195",18.964
21/12/2019,"5,621,576,389","1,209,054",N/E
22/12/2019,"1,688,836,780","673,874",N/E
23/12/2019,"523,298,768,670","3,169,180",18.9133
24/12/2019,"322,758,926,566","1,970,073",18.9385
25/12/2019,"1,198,377,338","386,984",N/E
26/12/2019,"433,810,074,011","2,317,022",18.9643
27/12/2019,"477,574,205,924","3,435,320",18.9445
28/12/2019,"6,322,023,200","1,060,426",N/E
29/12/2019,"1,673,733,684","643,802",N/E
30/12/2019,"595,909,064,263","3,872,734",18.8452
31/12/2019,"534,519,442,806","2,763,893",18.8727
1/1/2020,"1,758,232,514","530,232",N/E
2/1/2020,"454,142,382,960","2,277,157",18.8642
3/1/2020,"345,896,558,358","2,907,354",18.8817
4/1/2020,"3,689,216,854","1,061,047",N/E
5/1/2020,"1,459,197,082","666,200",N/E
6/1/2020,"375,767,166,781","2,447,373",18.8673
7/1/2020,"335,469,626,601","1,972,083",18.827
8/1/2020,"380,166,589,749","2,106,017",18.8852
9/1/2020,"365,711,908,202","2,193,814",18.798
10/1/2020,"416,099,554,363","3,269,235",18.8453
11/1/2020,"3,718,844,481","1,063,132",N/E
12/1/2020,"1,164,489,256","589,408",N/E
13/01/2020,"429,702,606,820","2,616,967",18.7732
14/01/2020,"395,895,002,878","2,883,277",18.8215
15/01/2020,"379,215,918,197","3,939,330",18.812
16/01/2020,"389,133,695,005","2,766,948",18.8077
