Date,montoSpei,montoCodi,tc
1/6/2014,N/E,,N/E
2/6/2014,"271,205,422,479",,12.8609
3/6/2014,"246,234,362,043",,12.9108
4/6/2014,"222,463,055,840",,12.9447
5/6/2014,"241,932,752,454",,12.9527
6/6/2014,"279,039,775,797",,12.8868
7/6/2014,N/E,,N/E
8/6/2014,N/E,,N/E
9/6/2014,"326,689,777,969",,12.8981
10/6/2014,"257,805,510,121",,12.9912
11/6/2014,"288,808,658,068",,13.0486
12/6/2014,"307,967,977,355",,13.0306
13/06/2014,"272,520,796,304",,12.9815
14/06/2014,N/E,,N/E
15/06/2014,N/E,,N/E
16/06/2014,"314,935,860,252",,13.0164
17/06/2014,"289,144,792,202",,13.0323
18/06/2014,"243,779,471,116",,13.1007
19/06/2014,"238,990,402,612",,13.0672
20/06/2014,"267,324,071,804",,12.9885
21/06/2014,N/E,,N/E
22/06/2014,N/E,,N/E
23/06/2014,"308,368,337,184",,13.0124
24/06/2014,"252,587,616,364",,13.0056
25/06/2014,"244,133,177,081",,13.0218
26/06/2014,"271,421,043,892",,13.0174
27/06/2014,"269,339,450,985",,13.0323
28/06/2014,N/E,,N/E
29/06/2014,N/E,,N/E
30/06/2014,"395,461,271,308",,13.0002
1/7/2014,"265,120,813,386",,12.9712
2/7/2014,"232,166,794,724",,12.9605
3/7/2014,"232,389,606,868",,12.9673
4/7/2014,"195,990,139,411",,12.9829
5/7/2014,N/E,,N/E
6/7/2014,N/E,,N/E
7/7/2014,"264,860,079,790",,12.9768
8/7/2014,"230,987,267,163",,12.9949
9/7/2014,"232,867,760,535",,13.0006
10/7/2014,"272,038,959,393",,12.978
11/7/2014,"278,313,208,100",,13.0015
12/7/2014,N/E,,N/E
13/07/2014,0,,N/E
14/07/2014,"279,590,443,292",,12.985
15/07/2014,"239,907,765,740",,12.9755
16/07/2014,"216,894,943,485",,12.9611
17/07/2014,"281,896,729,888",,12.939
18/07/2014,"251,134,977,310",,12.9454
19/07/2014,0,,N/E
20/07/2014,N/E,,N/E
21/07/2014,"250,058,171,337",,12.9588
22/07/2014,"225,385,188,365",,12.9751
23/07/2014,"203,052,881,028",,12.9393
24/07/2014,"224,219,480,177",,12.9286
25/07/2014,"261,944,619,769",,12.9572
26/07/2014,N/E,,N/E
27/07/2014,N/E,,N/E
28/07/2014,"282,869,241,379",,12.9445
29/07/2014,"273,219,947,335",,12.9878
30/07/2014,"252,770,960,469",,13.0578
31/07/2014,"309,462,606,790",,13.1357
1/8/2014,"258,742,833,934",,13.2269
2/8/2014,N/E,,N/E
3/8/2014,N/E,,N/E
4/8/2014,"243,790,663,617",,13.1932
5/8/2014,"213,225,641,636",,13.1962
6/8/2014,"205,774,973,950",,13.2716
7/8/2014,"233,719,233,774",,13.258
8/8/2014,"246,817,914,686",,13.2551
9/8/2014,N/E,,N/E
10/8/2014,N/E,,N/E
11/8/2014,"251,575,487,660",,13.236
12/8/2014,"246,470,267,204",,13.1998
13/08/2014,"214,759,385,346",,13.159
14/08/2014,"269,151,824,425",,13.1113
15/08/2014,"256,934,698,336",,13.0717
16/08/2014,N/E,,N/E
17/08/2014,N/E,,N/E
18/08/2014,"275,010,563,785",,13.0748
19/08/2014,"242,333,982,067",,13.0505
20/08/2014,"238,421,189,067",,13.0532
21/08/2014,"246,128,232,111",,13.0814
22/08/2014,"251,330,136,736",,13.0963
23/08/2014,N/E,,N/E
24/08/2014,N/E,,N/E
25/08/2014,"267,267,943,699",,13.1328
26/08/2014,"241,044,295,578",,13.1383
27/08/2014,"226,322,883,446",,13.1059
28/08/2014,"284,785,057,502",,13.0811
29/08/2014,"356,615,031,629",,13.1109
30/08/2014,N/E,,N/E
31/08/2014,N/E,,N/E
1/9/2014,"242,421,569,015",,13.0763
2/9/2014,"232,881,347,162",,13.0833
3/9/2014,"218,137,774,232",,13.1299
4/9/2014,"224,131,125,756",,13.0892
5/9/2014,"251,927,725,773",,13.0959
6/9/2014,N/E,,N/E
7/9/2014,N/E,,N/E
8/9/2014,"252,979,048,067",,13.0788
9/9/2014,"228,092,467,002",,13.0813
10/9/2014,"253,511,898,859",,13.2162
11/9/2014,"315,754,504,345",,13.2144
12/9/2014,"292,029,392,200",,13.2144
13/09/2014,N/E,,N/E
14/09/2014,N/E,,N/E
15/09/2014,"257,006,649,772",,13.2644
16/09/2014,N/E,,13.2223
17/09/2014,"298,943,336,633",,N/E
18/09/2014,"251,549,036,911",,13.1762
19/09/2014,"248,184,519,287",,13.2402
20/09/2014,N/E,,N/E
21/09/2014,N/E,,N/E
22/09/2014,"255,272,030,577",,13.2369
23/09/2014,"253,841,772,091",,13.2566
24/09/2014,"239,087,146,539",,13.2768
25/09/2014,"265,151,375,852",,13.3015
26/09/2014,"289,161,663,130",,13.3848
27/09/2014,N/E,,N/E
28/09/2014,N/E,,N/E
29/09/2014,"320,880,278,560",,13.4541
30/09/2014,"381,076,669,952",,13.4891
1/10/2014,"260,535,894,052",,13.433
2/10/2014,"243,011,161,693",,13.4455
3/10/2014,"246,807,020,773",,13.4026
4/10/2014,N/E,,N/E
5/10/2014,N/E,,N/E
6/10/2014,"255,978,161,220",,13.4835
7/10/2014,"221,371,992,470",,13.4089
8/10/2014,"223,585,247,808",,13.4332
9/10/2014,"238,642,284,018",,13.4786
10/10/2014,"259,799,367,992",,13.3789
11/10/2014,N/E,,N/E
12/10/2014,N/E,,N/E
13/10/2014,"244,616,355,920",,13.4331
14/10/2014,"264,584,756,699",,13.4203
15/10/2014,"247,676,757,805",,13.4094
16/10/2014,"251,572,554,774",,13.5423
17/10/2014,"270,404,615,558",,13.5616
18/10/2014,N/E,,N/E
19/10/2014,N/E,,N/E
20/10/2014,"312,726,008,587",,13.5231
21/10/2014,"234,167,561,513",,13.5357
22/10/2014,"219,152,996,688",,13.4989
23/10/2014,"229,703,948,294",,13.5559
24/10/2014,"249,936,556,055",,13.5288
25/10/2014,N/E,,N/E
26/10/2014,N/E,,N/E
27/10/2014,"296,104,159,538",,13.5263
28/10/2014,"255,912,167,576",,13.5701
29/10/2014,"266,769,284,510",,13.4843
30/10/2014,"298,871,192,964",,13.4239
31/10/2014,"365,923,459,252",,13.4316
1/11/2014,N/E,,N/E
2/11/2014,N/E,,N/E
3/11/2014,"336,910,315,510",,13.4773
4/11/2014,"233,524,257,721",,13.5503
5/11/2014,"225,681,154,994",,13.5925
6/11/2014,"231,118,209,661",,13.607
7/11/2014,"271,237,073,980",,13.6173
8/11/2014,N/E,,N/E
9/11/2014,N/E,,N/E
10/11/2014,"276,297,666,945",,13.5573
11/11/2014,"204,339,025,536",,13.5528
12/11/2014,"252,789,985,951",,13.5874
13/11/2014,"289,456,628,655",,13.5613
14/11/2014,"291,902,707,729",,13.5995
15/11/2014,N/E,,N/E
16/11/2014,N/E,,N/E
17/11/2014,"7,753,169",,13.5348
18/11/2014,"350,535,020,861",,N/E
19/11/2014,"296,679,901,664",,13.5445
20/11/2014,"257,462,874,664",,13.6146
21/11/2014,"299,207,769,524",,13.6115
22/11/2014,N/E,,N/E
23/11/2014,N/E,,N/E
24/11/2014,"271,892,225,783",,13.6152
25/11/2014,"275,386,337,494",,13.6374
26/11/2014,"317,333,106,131",,13.642
27/11/2014,"290,467,790,754",,13.7219
28/11/2014,"428,096,070,696",,13.7667
29/11/2014,N/E,,N/E
30/11/2014,N/E,,N/E
1/12/2014,"311,017,841,871",,13.8965
2/12/2014,"253,819,867,062",,13.9262
3/12/2014,"280,137,238,007",,14.076
4/12/2014,"298,613,984,928",,14.0918
5/12/2014,"334,660,181,867",,14.1165
6/12/2014,N/E,,N/E
7/12/2014,N/E,,N/E
8/12/2014,"319,563,230,893",,14.3045
9/12/2014,"271,928,129,546",,14.4042
10/12/2014,"319,489,114,755",,14.3674
11/12/2014,"396,587,570,676",,14.5181
12/12/2014,"1,233,904",,14.6648
13/12/2014,N/E,,N/E
14/12/2014,N/E,,N/E
15/12/2014,"410,541,677,690",,N/E
16/12/2014,"340,149,561,071",,14.7853
17/12/2014,"399,797,674,941",,14.7499
18/12/2014,"340,033,823,768",,14.6028
19/12/2014,"356,498,963,579",,14.5562
20/12/2014,N/E,,N/E
21/12/2014,N/E,,N/E
22/12/2014,"364,073,525,520",,14.6378
23/12/2014,"325,508,752,614",,14.6359
24/12/2014,"236,743,304,744",,14.7008
25/12/2014,N/E,,14.7429
26/12/2014,"299,722,112,238",,N/E
27/12/2014,N/E,,N/E
28/12/2014,N/E,,N/E
29/12/2014,"351,512,959,923",,14.6955
30/12/2014,"340,547,398,158",,14.718
31/12/2014,"322,756,232,117",,14.7348
1/1/2015,"1,544,866",,N/E
2/1/2015,"252,495,593,863",,14.7414
3/1/2015,N/E,,N/E
4/1/2015,N/E,,N/E
5/1/2015,"305,518,399,272",,14.829
6/1/2015,"241,457,143,145",,14.9469
7/1/2015,"244,568,540,854",,14.8479
8/1/2015,"269,375,907,120",,14.7936
9/1/2015,"279,104,982,121",,14.6274
10/1/2015,N/E,,N/E
11/1/2015,N/E,,N/E
12/1/2015,"290,403,256,566",,14.5804
13/01/2015,"269,958,214,549",,14.6398
14/01/2015,"273,516,660,854",,14.5559
15/01/2015,"306,603,059,462",,14.5644
16/01/2015,"301,183,344,194",,14.5821
17/01/2015,"26,961,274",,N/E
18/01/2015,"142,019",,N/E
19/01/2015,"308,672,121,729",,14.6223
20/01/2015,"277,470,114,829",,14.6524
21/01/2015,"265,316,042,517",,14.6484
22/01/2015,"236,265,256,911",,14.6983
23/01/2015,"273,105,544,139",,14.612
24/01/2015,"3,254,755",,N/E
25/01/2015,"849,672",,N/E
26/01/2015,"274,079,079,136",,14.6499
27/01/2015,"276,543,162,918",,14.5887
28/01/2015,"271,655,644,085",,14.5872
29/01/2015,"284,547,368,952",,14.6878
30/01/2015,"372,953,387,033",,14.8414
31/01/2015,"13,406,082",,N/E
1/2/2015,"2,310,131",,N/E
2/2/2015,"9,067,763",,N/E
3/2/2015,"325,993,115,195",,14.9885
4/2/2015,"282,223,529,805",,14.7566
5/2/2015,"276,916,095,321",,14.8011
6/2/2015,"261,114,117,038",,14.7548
7/2/2015,"7,271,706",,N/E
8/2/2015,"1,263,529",,N/E
9/2/2015,"284,480,565,819",,14.9024
10/2/2015,"269,186,314,817",,14.8014
11/2/2015,"266,004,530,982",,14.9309
12/2/2015,"283,313,330,275",,15.1099
13/02/2015,"303,334,342,062",,14.9167
14/02/2015,"10,870,323",,N/E
15/02/2015,"2,246,742",,N/E
16/02/2015,"261,078,542,842",,14.8605
17/02/2015,"287,037,611,592",,14.8979
18/02/2015,"241,122,730,405",,14.8971
19/02/2015,"243,474,344,021",,14.9473
20/02/2015,"259,615,423,719",,14.9583
21/02/2015,"7,234,520",,N/E
22/02/2015,"1,197,644",,N/E
23/02/2015,"298,577,921,684",,15.0757
24/02/2015,"243,559,318,470",,15.0832
25/02/2015,"272,271,537,451",,14.9712
26/02/2015,"309,213,057,553",,14.9228
27/02/2015,"381,338,973,880",,14.9624
28/02/2015,"20,716,452",,N/E
1/3/2015,"3,911,033",,N/E
2/3/2015,"314,478,107,273",,14.9553
3/3/2015,"258,911,340,692",,14.9862
4/3/2015,"238,113,751,843",,14.9544
5/3/2015,"261,512,495,837",,15.0756
6/3/2015,"262,369,439,897",,15.1686
7/3/2015,"6,391,965",,N/E
8/3/2015,"1,267,099",,N/E
9/3/2015,"281,681,570,404",,15.4445
10/3/2015,"269,646,962,616",,15.4544
11/3/2015,"277,767,430,325",,15.5837
12/3/2015,"301,750,195,124",,15.4455
13/03/2015,"309,412,373,437",,15.4003
14/03/2015,"9,078,960",,N/E
15/03/2015,"2,308,082",,N/E
16/03/2015,"4,135,171",,N/E
17/03/2015,"357,430,229,112",,15.4892
18/03/2015,"294,214,253,766",,15.4271
19/03/2015,"271,934,450,591",,15.4192
20/03/2015,"334,902,023,992",,15.296
21/03/2015,"7,974,011",,N/E
22/03/2015,"1,148,324",,N/E
23/03/2015,"295,668,965,626",,15.0317
24/03/2015,"254,243,988,052",,14.9644
25/03/2015,"274,160,276,994",,14.9347
26/03/2015,"305,032,419,417",,14.9524
27/03/2015,"357,211,841,286",,15.1056
28/03/2015,"10,215,533",,N/E
29/03/2015,"2,700,841",,N/E
30/03/2015,"371,215,634,772",,15.1542
31/03/2015,"396,339,562,770",,15.2427
1/4/2015,"291,958,262,702",,15.2647
2/4/2015,"4,022,074",,N/E
3/4/2015,"1,533,197",,N/E
4/4/2015,"2,945,679",,N/E
5/4/2015,"2,022,555",,N/E
6/4/2015,"325,565,385,062",,15.1206
7/4/2015,"264,060,282,322",,14.8003
8/4/2015,"244,940,409,759",,14.9039
9/4/2015,"251,379,326,848",,14.9072
10/4/2015,"283,049,199,207",,15.0554
11/4/2015,"6,587,651",,N/E
12/4/2015,"1,495,045",,N/E
13/04/2015,"319,825,970,917",,15.1706
14/04/2015,"276,430,306,150",,15.2947
15/04/2015,"283,755,508,085",,15.2339
16/04/2015,"271,449,951,675",,15.3891
17/04/2015,"297,028,227,365",,15.2455
18/04/2015,"6,186,623",,N/E
19/04/2015,"1,378,263",,N/E
20/04/2015,"314,523,344,641",,15.3128
21/04/2015,"252,178,725,619",,15.3973
22/04/2015,"231,123,909,197",,15.3837
23/04/2015,"264,610,616,491",,15.4518
24/04/2015,"270,014,087,633",,15.3539
25/04/2015,"6,551,148",,N/E
26/04/2015,"1,276,367",,N/E
27/04/2015,"317,719,980,487",,15.3834
28/04/2015,"281,056,126,468",,15.3213
29/04/2015,"309,261,260,016",,15.2225
30/04/2015,"456,839,108,081",,15.2043
1/5/2015,"8,825,118",,N/E
2/5/2015,"6,840,672",,N/E
3/5/2015,"2,142,075",,N/E
4/5/2015,"312,097,584,257",,15.3714
5/5/2015,"233,257,842,656",,15.494
6/5/2015,"234,531,937,079",,15.3225
7/5/2015,"257,463,113,530",,15.2825
8/5/2015,"278,851,466,461",,15.3397
9/5/2015,"6,733,819",,N/E
10/5/2015,"1,885,976",,N/E
11/5/2015,"276,405,737,674",,15.1424
12/5/2015,"258,580,313,027",,15.2624
13/05/2015,"252,496,707,811",,15.3211
14/05/2015,"277,367,110,444",,15.2213
15/05/2015,"288,659,073,383",,15.1235
16/05/2015,"8,218,515",,N/E
17/05/2015,"2,391,245",,N/E
18/05/2015,"316,943,404,386",,15.0225
19/05/2015,"235,539,715,605",,15.12
20/05/2015,"264,098,476,205",,15.2008
21/05/2015,"277,258,922,658",,15.212
22/05/2015,"261,231,663,669",,15.2326
23/05/2015,"6,313,212",,N/E
24/05/2015,"1,849,427",,N/E
25/05/2015,"233,916,170,921",,15.2918
26/05/2015,"275,116,224,564",,15.2635
27/05/2015,"245,487,276,414",,15.3235
28/05/2015,"323,636,138,135",,15.3581
29/05/2015,"404,851,747,962",,15.3737
30/05/2015,"11,896,376",,N/E
31/05/2015,"3,676,529",,N/E
1/6/2015,"306,873,578,992",,15.3815
2/6/2015,"268,296,229,105",,15.4845
3/6/2015,"252,250,287,192",,15.4128
4/6/2015,"282,422,483,688",,15.4833
5/6/2015,"282,638,181,300",,15.5347
6/6/2015,"6,106,000",,N/E
7/6/2015,"1,578,357",,N/E
8/6/2015,"267,554,351,086",,15.6958
9/6/2015,"282,365,447,973",,15.6715
10/6/2015,"253,665,953,300",,15.5645
11/6/2015,"292,820,420,404",,15.4779
12/6/2015,"288,798,952,039",,15.4409
13/06/2015,"9,986,315",,N/E
14/06/2015,"2,411,971",,N/E
15/06/2015,"310,082,161,580",,15.4129
16/06/2015,"267,104,840,119",,15.4327
17/06/2015,"338,733,309,478",,15.4192
18/06/2015,"287,355,925,568",,15.4199
19/06/2015,"285,639,215,890",,15.2828
20/06/2015,"4,587,866",,N/E
21/06/2015,"2,084,515",,N/E
22/06/2015,"299,725,410,187",,15.3274
23/06/2015,"264,740,980,386",,15.3072
24/06/2015,"278,758,169,635",,15.4088
25/06/2015,"314,931,299,842",,15.4555
26/06/2015,"342,817,654,982",,15.4816
27/06/2015,"7,773,865",,N/E
28/06/2015,"2,189,690",,N/E
29/06/2015,"374,626,568,340",,15.5676
30/06/2015,"415,834,245,973",,15.6599
1/7/2015,"288,809,490,215",,15.6854
2/7/2015,"263,124,076,364",,15.7829
3/7/2015,"251,719,638,999",,15.6821
4/7/2015,"5,798,473",,N/E
5/7/2015,"2,210,670",,N/E
6/7/2015,"319,582,295,854",,15.6918
7/7/2015,"247,739,637,753",,15.753
8/7/2015,"247,266,470,142",,15.8281
9/7/2015,"307,854,633,632",,15.8174
10/7/2015,"291,764,303,254",,15.7856
11/7/2015,"6,998,157",,N/E
12/7/2015,"1,855,716",,N/E
13/07/2015,"294,622,128,078",,15.7329
14/07/2015,"263,319,724,113",,15.7404
15/07/2015,"287,461,482,897",,15.6728
16/07/2015,"312,397,880,866",,15.747
17/07/2015,"294,325,646,274",,15.8014
18/07/2015,"6,979,983",,N/E
19/07/2015,"2,216,702",,N/E
20/07/2015,"345,683,558,311",,15.9121
21/07/2015,"262,451,631,348",,15.9856
22/07/2015,"242,212,478,522",,15.9728
23/07/2015,"260,428,137,297",,16.095
24/07/2015,"279,538,240,455",,16.0988
25/07/2015,"7,866,967",,N/E
26/07/2015,"2,202,259",,N/E
27/07/2015,"312,063,564,985",,16.2364
28/07/2015,"280,009,703,308",,16.2681
29/07/2015,"286,497,594,058",,16.2638
30/07/2015,"328,380,913,727",,16.214
31/07/2015,"405,039,049,371",,16.4512
1/8/2015,"10,339,496",,N/E
2/8/2015,"3,085,857",,N/E
3/8/2015,"356,525,372,263",,16.0772
4/8/2015,"275,591,033,699",,16.1129
5/8/2015,"264,384,955,864",,16.1736
6/8/2015,"270,802,801,961",,16.3762
7/8/2015,"263,536,126,597",,16.3533
8/8/2015,"7,438,130",,N/E
9/8/2015,"2,934,630",,N/E
10/8/2015,"304,268,449,612",,16.1645
11/8/2015,"258,948,674,199",,16.1652
12/8/2015,"258,161,474,277",,16.3241
13/08/2015,"278,772,656,512",,16.2976
14/08/2015,"299,923,597,743",,16.3541
15/08/2015,"11,291,654",,N/E
16/08/2015,"3,452,681",,N/E
17/08/2015,"327,613,674,451",,16.3658
18/08/2015,"257,206,325,294",,16.3993
19/08/2015,"265,436,435,763",,16.4317
20/08/2015,"274,441,456,595",,16.4908
21/08/2015,"263,756,405,849",,16.7182
22/08/2015,"6,691,116",,N/E
23/08/2015,"2,917,539",,N/E
24/08/2015,"289,997,314,690",,16.9171
25/08/2015,"287,448,854,581",,17.0975
26/08/2015,"257,723,847,265",,16.9859
27/08/2015,"319,659,476,527",,17.1065
28/08/2015,"362,125,381,044",,16.8863
29/08/2015,"11,196,213",,N/E
30/08/2015,"4,534,537",,N/E
31/08/2015,"411,045,233,143",,16.7684
1/9/2015,"283,949,351,565",,16.7829
2/9/2015,"250,714,270,785",,16.8692
3/9/2015,"283,462,428,117",,16.9444
4/9/2015,"280,895,406,995",,16.7918
5/9/2015,"8,213,757",,N/E
6/9/2015,"2,577,643",,N/E
7/9/2015,"236,325,751,296",,16.8454
8/9/2015,"264,306,809,425",,16.988
9/9/2015,"269,192,621,960",,16.7979
10/9/2015,"297,291,203,731",,16.7773
11/9/2015,"310,738,329,976",,16.8103
12/9/2015,"9,439,924",,N/E
13/09/2015,"3,618,656",,N/E
14/09/2015,"333,061,193,905",,16.8261
15/09/2015,"269,954,377,885",,16.8168
16/09/2015,"8,544,707",,N/E
17/09/2015,"402,758,893,099",,16.7716
18/09/2015,"300,401,117,421",,16.568
19/09/2015,"8,456,810",,N/E
20/09/2015,"2,762,971",,N/E
21/09/2015,"306,696,637,685",,16.539
22/09/2015,"258,226,793,742",,16.6865
23/09/2015,"258,331,855,508",,16.8713
24/09/2015,"310,014,807,954",,17.0453
25/09/2015,"377,592,419,788",,17.1149
26/09/2015,"9,061,750",,N/E
27/09/2015,"3,522,615",,N/E
28/09/2015,"367,516,932,785",,16.9595
29/09/2015,"318,544,719,572",,17.0073
30/09/2015,"414,916,847,143",,17.0771
1/10/2015,"315,046,040,183",,16.9053
2/10/2015,"325,315,703,115",,16.8566
3/10/2015,"9,878,288",,N/E
4/10/2015,"3,544,975",,N/E
5/10/2015,"300,947,261,740",,16.8162
6/10/2015,"259,567,111,209",,16.6941
7/10/2015,"254,719,170,915",,16.6878
8/10/2015,"298,135,708,841",,16.5762
9/10/2015,"294,773,081,918",,16.5464
10/10/2015,"8,723,894",,N/E
11/10/2015,"2,589,747",,N/E
12/10/2015,"235,252,882,787",,16.418
13/10/2015,"312,183,147,165",,16.4219
14/10/2015,"288,637,075,378",,16.5848
15/10/2015,"306,249,593,330",,16.5804
16/10/2015,"299,377,538,788",,16.425
17/10/2015,"9,372,905",,N/E
18/10/2015,"3,359,329",,N/E
19/10/2015,"328,560,764,220",,16.3959
20/10/2015,"274,469,287,979",,16.4899
21/10/2015,"265,167,980,144",,16.5618
22/10/2015,"274,089,203,976",,16.66
23/10/2015,"308,163,380,620",,16.5284
24/10/2015,"7,846,307",,N/E
25/10/2015,"3,100,968",,N/E
26/10/2015,"343,143,965,820",,16.5138
27/10/2015,"285,505,041,675",,16.4998
28/10/2015,"276,434,748,336",,16.5545
29/10/2015,"319,189,451,549",,16.4503
30/10/2015,"411,819,381,904",,16.6219
31/10/2015,"17,549,445",,N/E
1/11/2015,"4,983,636",,N/E
2/11/2015,"19,856,486",,N/E
3/11/2015,"415,537,966,817",,16.5244
4/11/2015,"276,330,291,103",,16.4196
5/11/2015,"311,238,507,046",,16.5147
6/11/2015,"286,492,989,906",,16.5959
7/11/2015,"9,356,767",,N/E
8/11/2015,"3,556,267",,N/E
9/11/2015,"280,822,566,613",,16.8382
10/11/2015,"281,477,754,990",,16.87
11/11/2015,"217,326,192,464",,16.7658
12/11/2015,"316,918,621,043",,16.7173
13/11/2015,"355,327,628,552",,16.7406
14/11/2015,"19,248,279",,N/E
15/11/2015,"5,574,005",,N/E
16/11/2015,"14,745,870",,N/E
17/11/2015,"406,701,238,365",,16.7395
18/11/2015,"294,427,818,027",,16.757
19/11/2015,"298,364,709,306",,16.7636
20/11/2015,"312,705,965,265",,16.5748
21/11/2015,"10,976,579",,N/E
22/11/2015,"4,214,192",,N/E
23/11/2015,"315,073,676,541",,16.512
24/11/2015,"300,049,741,781",,16.5306
25/11/2015,"280,856,354,099",,16.4705
26/11/2015,"287,728,727,060",,16.5548
27/11/2015,"346,132,811,375",,16.5492
28/11/2015,"16,671,736",,N/E
29/11/2015,"7,899,014",,N/E
30/11/2015,"425,555,437,364",,16.5784
1/12/2015,"307,135,967,013",,16.5856
2/12/2015,"262,403,256,447",,16.5104
3/12/2015,"283,168,684,143",,16.5933
4/12/2015,"316,546,057,658",,16.7095
5/12/2015,"16,235,820",,N/E
6/12/2015,"5,308,537",,N/E
7/12/2015,"352,550,681,915",,16.6757
8/12/2015,"320,555,096,391",,16.9044
9/12/2015,"305,722,095,937",,17.0164
10/12/2015,"390,482,216,227",,17.016
11/12/2015,"346,255,849,874",,17.075
12/12/2015,"16,174,603",,N/E
13/12/2015,"6,055,381",,N/E
14/12/2015,"351,278,188,519",,17.3592
15/12/2015,"347,902,707,720",,17.3776
16/12/2015,"366,030,497,097",,17.1529
17/12/2015,"412,429,910,002",,17.136
18/12/2015,"370,363,635,277",,17.1
19/12/2015,"22,008,315",,N/E
20/12/2015,"6,340,837",,N/E
21/12/2015,"390,825,789,701",,17.0139
22/12/2015,"357,552,311,365",,17.1034
23/12/2015,"358,958,650,565",,17.1847
24/12/2015,"265,831,560,202",,17.1953
25/12/2015,"5,176,170",,N/E
26/12/2015,"10,440,609",,N/E
27/12/2015,"6,476,102",,N/E
28/12/2015,"364,159,798,679",,17.276
29/12/2015,"342,830,243,311",,17.271
30/12/2015,"424,134,426,203",,17.2065
31/12/2015,"347,473,923,918",,17.3398
1/1/2016,"6,477,215",,N/E
2/1/2016,"12,245,632",,N/E
3/1/2016,"6,615,837",,N/E
4/1/2016,"358,703,280,827",,17.2487
5/1/2016,"285,862,309,278",,17.3529
6/1/2016,"265,275,055,235",,17.3456
7/1/2016,"281,934,043,013",,17.4411
8/1/2016,"314,099,779,400",,17.6568
9/1/2016,"13,699,917",,N/E
10/1/2016,"4,843,517",,N/E
11/1/2016,"320,808,228,305",,17.9283
12/1/2016,"281,429,754,386",,17.9304
13/01/2016,"263,695,659,161",,17.9119
14/01/2016,"313,737,308,408",,17.85
15/01/2016,"349,269,911,107",,17.9121
16/01/2016,"17,337,799",,N/E
17/01/2016,"5,940,489",,N/E
18/01/2016,"314,197,147,203",,18.2108
19/01/2016,"286,293,209,252",,18.2327
20/01/2016,"289,620,671,200",,18.1947
21/01/2016,"291,484,053,553",,18.608
22/01/2016,"278,276,712,194",,18.5084
23/01/2016,"13,775,052",,N/E
24/01/2016,"4,459,500",,N/E
25/01/2016,"333,253,160,000",,18.428
26/01/2016,"284,680,456,597",,18.5352
27/01/2016,"296,508,461,845",,18.4715
28/01/2016,"338,997,386,128",,18.453
29/01/2016,"448,392,189,586",,18.2906
30/01/2016,"29,008,694",,N/E
31/01/2016,"7,320,630",,N/E
1/2/2016,"16,275,740",,N/E
2/2/2016,"364,536,844,981",,18.1935
3/2/2016,"288,087,940,091",,18.4902
4/2/2016,"282,590,000,756",,18.4537
5/2/2016,"318,425,513,633",,18.1891
6/2/2016,"12,196,751",,N/E
7/2/2016,"4,546,129",,N/E
8/2/2016,"289,979,658,793",,18.3748
9/2/2016,"268,259,201,649",,18.6959
10/2/2016,"262,187,213,342",,18.7818
11/2/2016,"313,415,439,800",,18.8089
12/2/2016,"304,554,357,327",,19.1754
13/02/2016,"17,777,359",,N/E
14/02/2016,"6,106,464",,N/E
15/02/2016,"277,367,271,497",,19.0392
16/02/2016,"266,161,266,458",,18.8471
17/02/2016,"344,275,534,417",,18.8148
18/02/2016,"316,729,894,111",,18.3895
19/02/2016,"309,475,749,416",,18.1439
20/02/2016,"11,640,721",,N/E
21/02/2016,"3,917,929",,N/E
22/02/2016,"306,977,590,514",,18.2762
23/02/2016,"261,584,154,572",,18.0568
24/02/2016,"272,368,718,832",,18.1948
25/02/2016,"314,680,771,492",,18.2893
26/02/2016,"331,503,270,304",,18.168
27/02/2016,"23,902,316",,N/E
28/02/2016,"8,447,377",,N/E
29/02/2016,"438,650,619,289",,18.1706
1/3/2016,"300,960,272,656",,18.102
2/3/2016,"240,220,729,100",,17.9432
3/3/2016,"286,316,818,325",,17.8561
4/3/2016,"300,297,062,519",,17.8971
5/3/2016,"14,972,117",,N/E
6/3/2016,"5,303,390",,N/E
7/3/2016,"321,368,791,306",,17.7723
8/3/2016,"266,599,389,751",,17.7526
9/3/2016,"283,527,611,235",,17.9044
10/3/2016,"292,333,165,451",,17.7523
11/3/2016,"341,107,747,103",,17.8601
12/3/2016,"14,803,278",,N/E
13/03/2016,"5,517,359",,N/E
14/03/2016,"369,052,804,131",,17.7002
15/03/2016,"313,836,144,219",,17.7691
16/03/2016,"323,667,144,359",,17.926
17/03/2016,"374,502,932,233",,17.9308
18/03/2016,"328,314,872,990",,17.4034
19/03/2016,"17,031,098",,N/E
20/03/2016,"4,594,381",,N/E
21/03/2016,"11,858,872",,N/E
22/03/2016,"383,413,591,347",,17.2995
23/03/2016,"316,391,872,930",,17.3361
24/03/2016,"17,373,669",,N/E
25/03/2016,"6,541,749",,N/E
26/03/2016,"6,997,932",,N/E
27/03/2016,"3,975,447",,N/E
28/03/2016,"382,571,561,416",,17.5273
29/03/2016,"324,550,292,866",,17.461
30/03/2016,"326,815,169,399",,17.4015
31/03/2016,"448,689,872,011",,17.2509
1/4/2016,"313,999,438,277",,17.237
2/4/2016,"18,900,255",,N/E
3/4/2016,"6,825,539",,N/E
4/4/2016,"307,026,786,875",,17.3338
5/4/2016,"289,616,828,721",,17.4484
6/4/2016,"254,825,761,308",,17.7252
